gene,HR,95% CI,p.value
ENSG00000172586,31.7,(3.6-280),0.00193
ENSG00000007968,563,(15-21000),0.000586
ENSG00000282899,563,(15-21000),0.000586
ENSG00000214530,2.14,(1-4.4),0.041
ENSG00000161179,3.6,(1.1-12),0.0342
ENSG00000182118,2.23,(1.4-3.5),0.000702
ENSG00000158457,0.0177,(0.002-0.16),0.000287
ENSG00000119203,4.24,(1.1-16),0.0336
ENSG00000144824,3.43,(1.4-8.5),0.00809
ENSG00000233164,0.0664,(0.0044-0.99),0.0493
ENSG00000237100,0.0664,(0.0044-0.99),0.0493
ENSG00000233641,0.0664,(0.0044-0.99),0.0493
ENSG00000204564,0.0664,(0.0044-0.99),0.0493
ENSG00000237012,0.0664,(0.0044-0.99),0.0493
ENSG00000206487,0.0664,(0.0044-0.99),0.0493
ENSG00000224120,0.0664,(0.0044-0.99),0.0493
ENSG00000128928,0.106,(0.013-0.86),0.0359
ENSG00000188026,8.21,(1.4-49),0.0211
ENSG00000105866,0.0672,(0.01-0.45),0.00543
ENSG00000162636,0.245,(0.092-0.65),0.00502
ENSG00000204070,14,(1-190),0.047
ENSG00000111671,0.236,(0.073-0.77),0.0164
ENSG00000127526,8.5,(1.2-61),0.0336
ENSG00000148426,5.66,(1.6-20),0.0073
ENSG00000157600,15.5,(2.5-96),0.00326
ENSG00000125652,3.63,(1.3-10),0.017
ENSG00000116667,1.94,(1.1-3.6),0.0328
ENSG00000266094,0.248,(0.089-0.69),0.00757
ENSG00000101199,52.3,(1.7-1600),0.0232
ENSG00000173276,0.321,(0.11-0.94),0.0378
ENSG00000215845,0.486,(0.27-0.86),0.014
ENSG00000186187,3.95,(1.5-11),0.00669
ENSG00000165209,0.11,(0.016-0.73),0.0227
ENSG00000158966,0.444,(0.21-0.93),0.0304
ENSG00000107816,54.8,(2-1500),0.0184
ENSG00000113761,109,(3.6-3300),0.00683
ENSG00000001036,3.69,(1.1-12),0.0287
ENSG00000265491,0.116,(0.016-0.85),0.0342
ENSG00000109787,0.42,(0.19-0.95),0.0364
ENSG00000198771,0.357,(0.14-0.94),0.0361
ENSG00000163975,0.288,(0.083-0.99),0.0489
ENSG00000166788,15.1,(1.5-160),0.0229
ENSG00000197024,0.121,(0.025-0.59),0.00922
ENSG00000159459,0.241,(0.061-0.96),0.0438
ENSG00000132530,0.447,(0.22-0.89),0.0226
ENSG00000175538,0.241,(0.065-0.89),0.0333
ENSG00000149260,0.00256,(3.5e-05-0.19),0.00652
ENSG00000161405,0.0298,(0.0028-0.32),0.00374
ENSG00000174136,1.83,(1-3.3),0.0465
ENSG00000134461,194,(2.4-16000),0.0187
ENSG00000105639,0.258,(0.1-0.66),0.00501
ENSG00000167771,19.2,(1.6-230),0.0196
ENSG00000103404,0.145,(0.026-0.81),0.0277
ENSG00000179715,0.0507,(0.0084-0.3),0.00112
ENSG00000133247,615,(5.7-67000),0.00724
ENSG00000115042,0.0288,(0.0014-0.58),0.0207
ENSG00000101974,0.37,(0.14-0.95),0.0393
ENSG00000134014,0.112,(0.017-0.74),0.0232
ENSG00000151474,5.79,(1.4-24),0.0165
ENSG00000142252,9.79,(1.2-79),0.0322
ENSG00000177045,11,(2.3-53),0.0029
ENSG00000152683,5.68,(1.1-30),0.0419
ENSG00000196935,0.0285,(0.0027-0.3),0.00297
ENSG00000110074,18.8,(2-180),0.0103
ENSG00000167747,11.1,(1.2-100),0.0328
ENSG00000128039,3.3,(1.1-10),0.0364
ENSG00000162729,2.64,(1.2-5.7),0.0132
ENSG00000036054,0.061,(0.0089-0.42),0.00441
ENSG00000198546,65,(4.4-960),0.00235
ENSG00000135617,12.2,(1.9-79),0.00826
ENSG00000162976,0.502,(0.28-0.89),0.0181
ENSG00000146005,0.00022,(2.2e-06-0.022),0.000319
ENSG00000188820,0.51,(0.29-0.89),0.0181
ENSG00000143633,5.79,(1.5-22),0.00945
ENSG00000259956,7.47,(1.9-29),0.00363
ENSG00000119333,5.67,(1.5-22),0.0125
ENSG00000100596,0.112,(0.014-0.92),0.0417
ENSG00000018869,96.6,(2.3-4100),0.0171
ENSG00000143740,53.8,(3-980),0.00714
ENSG00000284869,217,(1.2-38000),0.0415
ENSG00000132394,217,(1.2-38000),0.0415
ENSG00000128917,25.6,(1.4-480),0.03
ENSG00000174365,21.7,(2.1-220),0.00964
ENSG00000123329,0.0989,(0.019-0.52),0.00615
ENSG00000215012,118,(2.4-5800),0.0165
ENSG00000283024,7.89,(1.1-55),0.0368
ENSG00000138138,7.89,(1.1-55),0.0368
ENSG00000158246,0.336,(0.13-0.88),0.0267
ENSG00000144724,18.2,(1.3-250),0.0299
ENSG00000135945,0.008,(0.00017-0.39),0.0146
ENSG00000069345,0.0555,(0.009-0.34),0.0018
ENSG00000165661,361,(6.4-20000),0.0042
ENSG00000144036,10.7,(2.5-45),0.00124
ENSG00000090615,32.9,(1.5-740),0.0278
ENSG00000205659,1120,(13-99000),0.00217
ENSG00000171045,0.00517,(5.1e-05-0.52),0.0252
ENSG00000171813,2.86,(1.4-5.9),0.00468
ENSG00000139880,32.5,(3.3-320),0.00283
ENSG00000162585,27.8,(2.8-280),0.00477
ENSG00000086712,0.276,(0.079-0.97),0.0444
ENSG00000177932,82.2,(3.3-2000),0.00703
ENSG00000288408,65.5,(2.3-1900),0.0148
ENSG00000138629,65.5,(2.3-1900),0.0148
ENSG00000140400,56.6,(1.4-2200),0.031
ENSG00000154930,0.0387,(0.0036-0.42),0.0076
ENSG00000074219,5.9,(1.3-26),0.0201
ENSG00000153048,47.2,(2.7-820),0.00807
ENSG00000163939,5.26,(1-27),0.0462
ENSG00000164087,364,(16-8300),0.000215
ENSG00000112394,0.338,(0.12-0.95),0.0392
ENSG00000078487,0.00287,(1.5e-05-0.55),0.0288
ENSG00000142279,64,(2.7-1500),0.00994
ENSG00000169291,0.0582,(0.008-0.42),0.00504
ENSG00000174917,4.59,(1.5-14),0.0066
ENSG00000154429,1.71,(1-2.9),0.0495
ENSG00000147251,0.244,(0.064-0.93),0.0383
ENSG00000106443,6.98,(1.7-29),0.00741
ENSG00000273604,22.4,(1.3-380),0.0308
ENSG00000277303,22.4,(1.3-380),0.0308
ENSG00000156831,17.3,(2.5-120),0.00358
ENSG00000165025,0.366,(0.16-0.83),0.0158
ENSG00000223547,0.0923,(0.012-0.7),0.0213
ENSG00000254726,3.15,(1.2-8.1),0.0171
ENSG00000152700,49.7,(1.1-2300),0.0448
ENSG00000099994,0.484,(0.25-0.95),0.0337
ENSG00000169682,7.16,(1-50),0.0464
ENSG00000152766,0.00456,(8.7e-05-0.24),0.00756
ENSG00000138002,0.0249,(0.0024-0.26),0.00196
ENSG00000154370,16.9,(3.8-75),0.000201
ENSG00000162222,12.8,(1.1-150),0.0403
ENSG00000163933,70.2,(3.6-1400),0.00491
ENSG00000070770,2.87,(1-8.1),0.0481
ENSG00000206418,0.154,(0.026-0.9),0.0382
ENSG00000137720,3.95,(1.3-12),0.016
ENSG00000181220,78.2,(3.9-1600),0.0044
ENSG00000180155,43.8,(1.2-1600),0.0398
ENSG00000170627,1.62,(1-2.5),0.0312
ENSG00000153814,0.414,(0.21-0.82),0.0115
ENSG00000185361,4.85,(1.6-15),0.0055
ENSG00000089195,8.42,(1.3-54),0.0248
ENSG00000147576,0.0124,(0.00017-0.88),0.0435
ENSG00000126453,5.45,(1.9-15),0.00134
ENSG00000133398,12.7,(1.4-110),0.0227
ENSG00000134452,57.4,(2-1700),0.0182
ENSG00000187824,0.0378,(0.0033-0.43),0.0084
ENSG00000119917,0.451,(0.24-0.85),0.0146
ENSG00000116641,6.22,(1.2-32),0.0281
ENSG00000103264,0.0233,(0.00087-0.62),0.0251
ENSG00000099364,15.3,(1.2-200),0.0376
ENSG00000127418,21.9,(2.5-190),0.00509
ENSG00000170191,12.6,(1.1-150),0.043
ENSG00000168079,0.0116,(0.00058-0.23),0.00354
ENSG00000125124,0.081,(0.0092-0.72),0.0239
ENSG00000151690,0.111,(0.018-0.68),0.0172
ENSG00000156959,0.0553,(0.0047-0.65),0.0213
ENSG00000167112,7.11,(1-48),0.0447
ENSG00000162923,8.72,(1.4-56),0.0222
ENSG00000206195,19.9,(2.6-150),0.00411
ENSG00000274588,4.7,(1.7-13),0.00304
ENSG00000100350,31.3,(1.4-710),0.0309
ENSG00000137393,0.032,(0.0014-0.74),0.0315
ENSG00000285222,0.298,(0.14-0.65),0.00238
ENSG00000111846,0.298,(0.14-0.65),0.00238
ENSG00000143353,5.37,(1.3-22),0.0176
ENSG00000131771,0.0277,(0.0017-0.45),0.0115
ENSG00000066248,0.185,(0.047-0.73),0.0161
ENSG00000285460,210,(5.9-7500),0.00336
ENSG00000050820,210,(5.9-7500),0.00336
ENSG00000163069,0.2,(0.049-0.82),0.0256
ENSG00000166855,0.181,(0.037-0.88),0.0336
ENSG00000106415,3.98,(1.2-13),0.0252
ENSG00000177058,2.12,(1-4.4),0.0444
ENSG00000139428,9.14,(1.6-52),0.0128
ENSG00000140450,0.292,(0.1-0.83),0.0203
ENSG00000167895,0.125,(0.02-0.79),0.027
ENSG00000253368,0.0532,(0.0065-0.43),0.00612
ENSG00000140853,0.148,(0.03-0.72),0.0182
ENSG00000198860,11.9,(2.5-56),0.0017
ENSG00000266010,4.82,(1.2-19),0.0273
ENSG00000105171,225,(1.7-30000),0.0303
ENSG00000166206,0.465,(0.25-0.88),0.0187
ENSG00000142186,3.73,(1.1-13),0.039
ENSG00000105122,0.0312,(0.0042-0.23),0.000653
ENSG00000123415,8.7,(1.7-45),0.00971
ENSG00000240682,29.7,(1.6-570),0.0242
ENSG00000028277,0.118,(0.018-0.77),0.0257
ENSG00000179241,3.91,(1.5-10),0.0063
ENSG00000123411,0.0128,(0.00049-0.33),0.00886
ENSG00000189190,0.548,(0.32-0.95),0.0312
ENSG00000180098,0.00247,(4.5e-05-0.13),0.00326
ENSG00000183605,14.6,(3.9-56),8.03e-05
ENSG00000149564,4.58,(1.1-19),0.034
ENSG00000081307,12.3,(1.2-130),0.0378
ENSG00000146670,4.43,(1.1-18),0.0398
ENSG00000160593,0.00305,(6.4e-05-0.14),0.00324
ENSG00000149474,3.72,(1.5-9.4),0.00516
ENSG00000141971,7.56,(2-28),0.00279
ENSG00000197951,150,(2.3-9900),0.019
ENSG00000188321,0.315,(0.11-0.89),0.0293
ENSG00000107719,0.111,(0.014-0.9),0.0392
ENSG00000138134,0.178,(0.063-0.5),0.00107
ENSG00000149639,7.89,(1.8-34),0.00595
ENSG00000225783,0.00216,(2.8e-05-0.17),0.0057
ENSG00000177225,13.4,(1.3-140),0.0296
ENSG00000176182,6.9,(1.3-36),0.0227
ENSG00000174004,0.0554,(0.0078-0.39),0.00375
ENSG00000180628,11.8,(1.2-110),0.0324
ENSG00000129521,2.15,(1.1-4),0.0169
ENSG00000138606,26.3,(1.7-420),0.0204
ENSG00000105851,0.234,(0.062-0.89),0.0324
ENSG00000161618,12.9,(1.5-110),0.0188
ENSG00000187773,0.00859,(0.00023-0.32),0.00987
ENSG00000156052,11.2,(1.1-120),0.045
ENSG00000104885,73.8,(2.6-2100),0.0117
ENSG00000109881,3.78,(1.2-12),0.0239
ENSG00000137872,24.7,(1.6-370),0.0208
ENSG00000092847,0.0455,(0.0035-0.6),0.0188
ENSG00000179922,110,(2.6-4600),0.0136
ENSG00000139734,7.27,(1.9-27),0.00344
ENSG00000120675,0.329,(0.14-0.79),0.0135
ENSG00000197702,3.9,(1-15),0.0436
ENSG00000125247,3.36,(1.3-8.8),0.0139
ENSG00000122484,16.5,(1.2-230),0.0359
ENSG00000138092,11.9,(2.2-64),0.00391
ENSG00000164330,0.368,(0.14-0.99),0.0473
ENSG00000107949,7.1,(1.6-32),0.0107
ENSG00000134253,30.2,(3.1-290),0.00335
ENSG00000152359,0.109,(0.013-0.92),0.0422
ENSG00000145029,75.9,(2.1-2800),0.0188
ENSG00000151422,4.24,(1.1-16),0.0356
ENSG00000165716,12.7,(1.5-110),0.0197
ENSG00000008382,91.9,(3.7-2300),0.00564
ENSG00000107863,3.81,(1.4-10),0.00939
ENSG00000138639,5.03,(1.7-15),0.00419
ENSG00000147687,4.54,(1.5-14),0.00924
ENSG00000119574,407,(2.6-64000),0.0199
ENSG00000253304,0.292,(0.13-0.68),0.00443
ENSG00000146409,0.288,(0.14-0.6),0.000825
ENSG00000205903,46.7,(4.4-490),0.00141
ENSG00000290763,6.06,(1.1-32),0.0339
ENSG00000111860,0.193,(0.076-0.49),0.000553
ENSG00000274180,0.115,(0.028-0.48),0.00295
ENSG00000177409,0.276,(0.11-0.71),0.00798
ENSG00000155034,12.8,(1.9-86),0.00894
ENSG00000205476,5.54,(1.5-21),0.0115
ENSG00000144485,15.4,(1.7-140),0.015
ENSG00000164077,77.9,(1.3-4600),0.0366
ENSG00000145194,5.7,(1.1-29),0.0374
ENSG00000237187,0.0613,(0.0049-0.76),0.03
ENSG00000254703,0.000586,(3.2e-06-0.11),0.00503
ENSG00000267673,314,(7-14000),0.00301
ENSG00000204060,2.28,(1.1-4.9),0.0356
ENSG00000281518,2.28,(1.1-4.9),0.0356
ENSG00000182087,32.2,(1.9-540),0.0159
ENSG00000018510,14.6,(2.4-89),0.00361
ENSG00000162341,0.0221,(0.00075-0.65),0.0272
ENSG00000214756,52.3,(2-1400),0.0171
ENSG00000291230,0.0813,(0.014-0.46),0.0047
ENSG00000131401,0.0813,(0.014-0.46),0.0047
ENSG00000138771,0.205,(0.052-0.81),0.0237
ENSG00000164659,15.3,(1.4-170),0.0264
ENSG00000189120,3.73,(1.6-8.8),0.00254
ENSG00000140403,0.245,(0.08-0.75),0.0137
ENSG00000174483,1650,(7.7-350000),0.00684
ENSG00000104219,12.3,(1.7-89),0.0132
ENSG00000148362,12.7,(1.8-89),0.0105
ENSG00000198945,0.0261,(0.0026-0.26),0.00183
ENSG00000132570,0.00414,(0.00013-0.13),0.00168
ENSG00000186051,32.2,(3.3-310),0.00277
ENSG00000290894,13.5,(2.7-68),0.00165
ENSG00000181896,0.29,(0.11-0.77),0.0134
ENSG00000146858,2.43,(1.2-5.1),0.0182
ENSG00000173275,0.167,(0.03-0.93),0.041
ENSG00000138744,0.0847,(0.0097-0.74),0.0253
ENSG00000163202,77.3,(1.5-3900),0.0298
ENSG00000233086,0.022,(0.00065-0.74),0.0337
ENSG00000172197,0.0746,(0.014-0.39),0.00216
ENSG00000176225,11,(1.7-72),0.0122
ENSG00000091947,92.3,(2.6-3200),0.0126
ENSG00000153201,0.208,(0.054-0.79),0.0217
ENSG00000203995,0.336,(0.13-0.89),0.0274
ENSG00000133030,0.0334,(0.0012-0.97),0.048
ENSG00000109118,0.151,(0.031-0.72),0.018
ENSG00000198483,0.00705,(0.00039-0.13),0.000767
ENSG00000290720,0.0938,(0.0089-0.99),0.0493
ENSG00000137486,0.0499,(0.0026-0.96),0.0468
ENSG00000154813,2.14,(1-4.5),0.0475
ENSG00000101126,5.24,(1.3-21),0.0188
ENSG00000160219,0.0248,(0.0012-0.52),0.017
ENSG00000222009,29.6,(1.3-660),0.0322
ENSG00000090971,33.2,(4.4-250),0.000723
ENSG00000165644,52.9,(1.7-1600),0.0229
ENSG00000141564,20.7,(1.1-400),0.0448
ENSG00000196227,6.77,(1.3-35),0.0214
ENSG00000165553,56.7,(1.3-2500),0.0368
ENSG00000198133,0.0681,(0.0099-0.47),0.00632
ENSG00000125630,0.0224,(0.00068-0.74),0.033
ENSG00000170837,0.371,(0.17-0.8),0.0121
ENSG00000170293,5.2,(2.4-11),2.41e-05
ENSG00000291280,50,(2.5-990),0.0103
ENSG00000163412,0.212,(0.085-0.53),0.000897
ENSG00000091140,0.0964,(0.011-0.82),0.0325
ENSG00000154957,0.00532,(0.00014-0.2),0.00462
ENSG00000232099,0.212,(0.054-0.83),0.0259
ENSG00000234669,0.212,(0.054-0.83),0.0259
ENSG00000204644,0.212,(0.054-0.83),0.0259
ENSG00000226858,0.212,(0.054-0.83),0.0259
ENSG00000206510,0.212,(0.054-0.83),0.0259
ENSG00000223852,0.212,(0.054-0.83),0.0259
ENSG00000227858,0.212,(0.054-0.83),0.0259
ENSG00000223858,0.212,(0.054-0.83),0.0259
ENSG00000168404,0.0644,(0.014-0.3),0.000524
ENSG00000180008,0.285,(0.09-0.9),0.0321
ENSG00000175287,8.18,(1.2-57),0.0333
ENSG00000169871,0.11,(0.023-0.53),0.00577
ENSG00000124074,13.2,(2.6-66),0.00172
ENSG00000205643,25.7,(2.1-310),0.0105
ENSG00000157637,24,(2.8-200),0.00351
ENSG00000198816,72.4,(1.5-3600),0.0312
ENSG00000182973,20.7,(3.5-120),0.000832
ENSG00000169607,37.6,(2.9-490),0.00548
ENSG00000134444,0.0336,(0.0014-0.81),0.0364
ENSG00000133466,2.64,(1.1-6.4),0.0302
ENSG00000171357,0.000408,(9.5e-07-0.17),0.0116
ENSG00000154358,37.9,(3.3-440),0.00352
ENSG00000163956,5.51,(1-30),0.0491
ENSG00000177181,96.4,(2.2-4300),0.0185
ENSG00000181634,0.00257,(2.1e-05-0.32),0.0151
ENSG00000141034,0.115,(0.018-0.73),0.022
ENSG00000153944,27.1,(4-180),0.000683
ENSG00000167077,0.0238,(0.00098-0.58),0.0217
ENSG00000180730,1.73,(1.2-2.6),0.00617
ENSG00000160298,21.9,(1.6-300),0.0204
ENSG00000291106,16.9,(3.9-73),0.00015
ENSG00000186517,0.127,(0.025-0.65),0.0135
ENSG00000182162,0.119,(0.019-0.73),0.021
ENSG00000227039,0.0352,(0.0033-0.37),0.0053
ENSG00000267280,59.5,(1.7-2000),0.0233
ENSG00000085644,24,(1.1-550),0.0461
ENSG00000165102,33.6,(4.6-250),0.000572
ENSG00000160124,6.88,(1.7-28),0.00763
ENSG00000189046,14.6,(3.5-61),0.000251
ENSG00000175463,0.0133,(0.00058-0.3),0.00685
ENSG00000133678,32.5,(2.4-430),0.0084
ENSG00000048392,0.278,(0.079-0.98),0.0466
ENSG00000167625,15500,(24-1e+07),0.00346
ENSG00000171984,0.00186,(4.4e-06-0.78),0.0415
ENSG00000147894,0.0748,(0.012-0.47),0.00577
ENSG00000259974,1.85,(1.2-2.8),0.00444
ENSG00000133067,0.0313,(0.0016-0.63),0.0234
ENSG00000267040,0.0748,(0.0062-0.89),0.0406
ENSG00000132004,24.4,(1.1-570),0.0463
ENSG00000277494,0.0604,(0.0042-0.87),0.0395
ENSG00000059769,0.0476,(0.0049-0.46),0.00876
ENSG00000115507,719,(6.2-83000),0.00664
ENSG00000175137,92.8,(5.2-1600),0.00203
ENSG00000178031,31.5,(1.8-540),0.0173
ENSG00000173175,0.025,(0.00077-0.81),0.0375
ENSG00000196715,2.23,(1-4.9),0.0473
ENSG00000101082,0.000486,(2.8e-06-0.084),0.00371
ENSG00000137747,163,(7.3-3600),0.00131
ENSG00000128815,0.0347,(0.002-0.59),0.0199
ENSG00000125741,51.2,(2.3-1100),0.0129
ENSG00000142408,341,(1.3-92000),0.0413
ENSG00000099256,1.65,(1-2.7),0.0445
ENSG00000146094,0.158,(0.037-0.68),0.013
ENSG00000187024,132,(6.9-2600),0.00121
ENSG00000239282,2.92,(1.2-7.3),0.0214
ENSG00000167208,0.156,(0.025-0.97),0.0461
ENSG00000139233,5.57,(1.1-28),0.0376
ENSG00000162951,34.9,(2.3-540),0.0111
ENSG00000164081,61.7,(1.7-2200),0.0236
ENSG00000185875,20.4,(1.8-230),0.0151
ENSG00000249087,77.7,(7.9-760),0.000185
ENSG00000026751,0.077,(0.0066-0.89),0.0404
ENSG00000134057,2.09,(1-4.3),0.0475
ENSG00000176058,40.1,(1.5-1100),0.0289
ENSG00000050767,5.29,(1.1-25),0.0336
ENSG00000165359,0.146,(0.036-0.58),0.0066
ENSG00000100593,1.38,(1.1-1.8),0.0178
ENSG00000109576,82.3,(9.9-680),4.49e-05
ENSG00000231721,0.0184,(9e-04-0.37),0.00932
ENSG00000172888,8.63,(1.3-60),0.0288
ENSG00000248275,7.51,(1.3-45),0.0274
ENSG00000204673,5.93,(1.8-20),0.0034
ENSG00000203943,0.0895,(0.013-0.63),0.0156
ENSG00000291190,0.00627,(6.7e-05-0.58),0.0283
ENSG00000132801,0.0369,(0.0027-0.51),0.0139
ENSG00000167600,0.0808,(0.011-0.59),0.0128
ENSG00000290806,0.0909,(0.0083-1),0.0498
ENSG00000125898,15.5,(3.5-68),3e-04
ENSG00000144827,4.47,(1.1-19),0.0391
ENSG00000185917,47.9,(1.4-1600),0.0309
ENSG00000148948,0.0387,(0.0022-0.68),0.0258
ENSG00000135547,0.0288,(0.00086-0.96),0.0476
ENSG00000183807,0.301,(0.11-0.79),0.0149
ENSG00000185252,79.6,(1.9-3300),0.0208
ENSG00000164603,3.1,(1-9.2),0.041
ENSG00000078043,0.0168,(0.00071-0.4),0.0113
ENSG00000164574,0.0391,(0.0016-0.93),0.0453
ENSG00000214049,1.69,(1.1-2.7),0.0294
ENSG00000125812,9.12,(1.5-55),0.0157
ENSG00000149187,184,(1.5-22000),0.0327
ENSG00000182158,24.9,(2.3-270),0.00823
ENSG00000065320,2.63,(1.3-5.4),0.00854
ENSG00000123453,34.5,(1.1-1100),0.0464
ENSG00000115808,7.76,(1.2-51),0.0336
ENSG00000163239,0.0191,(0.00038-0.95),0.0472
ENSG00000178163,7.58,(1.5-38),0.014
ENSG00000116981,33.1,(1.4-800),0.031
ENSG00000196169,66.8,(1.7-2700),0.0256
ENSG00000204832,6.17,(2-20),0.00194
ENSG00000167992,7.62,(1.4-40),0.0168
ENSG00000111911,0.184,(0.038-0.88),0.0335
ENSG00000205683,6.88,(1.2-41),0.0344
ENSG00000185477,0.0729,(0.0071-0.75),0.0276
ENSG00000137103,0.0103,(0.00041-0.26),0.0055
ENSG00000159788,15.7,(1-240),0.0486
ENSG00000148832,35.6,(3.1-410),0.00437
ENSG00000136169,0.00115,(4.2e-05-0.031),5.94e-05
ENSG00000134323,386,(3.8-39000),0.0116
ENSG00000110448,0.0139,(0.00066-0.29),0.00593
ENSG00000083817,0.00431,(4.8e-05-0.38),0.0175
ENSG00000162076,202,(3-14000),0.0136
ENSG00000019505,0.173,(0.043-0.7),0.0139
ENSG00000125885,77.1,(6.7-890),0.000497
ENSG00000154269,0.000509,(1.1e-06-0.23),0.0151
ENSG00000171169,1200,(15-93000),0.00142
ENSG00000152767,6.51,(1.2-37),0.0334
ENSG00000185973,8.08,(1.3-51),0.0271
ENSG00000213203,0.0711,(0.0057-0.88),0.0398
ENSG00000274026,18.7,(1.1-310),0.0412
ENSG00000099804,123,(1.4-11000),0.0365
ENSG00000260231,0.0173,(0.00043-0.69),0.0311
ENSG00000127527,19.4,(1.2-310),0.0353
ENSG00000188290,4.92,(1.4-18),0.014
ENSG00000118407,0.0504,(0.0053-0.48),0.00936
ENSG00000227124,9.61,(1.3-69),0.0247
ENSG00000228526,0.0308,(0.003-0.32),0.00354
ENSG00000224020,5.96,(1.7-21),0.00592
ENSG00000203739,6.01,(1-36),0.049
ENSG00000139194,0.197,(0.049-0.79),0.0225
ENSG00000288369,0.197,(0.049-0.79),0.0225
ENSG00000129295,0.02,(0.001-0.4),0.0104
ENSG00000090924,18.1,(1.4-240),0.0277
ENSG00000239382,45,(5.9-340),0.00025
ENSG00000136883,150,(4.7-4800),0.00466
ENSG00000146842,8.91,(1.4-55),0.0187
ENSG00000232671,721,(8.1-64000),0.00407
ENSG00000228109,36.9,(2.8-480),0.00598
ENSG00000023892,0.0707,(0.0057-0.88),0.0393
ENSG00000162601,0.302,(0.1-0.91),0.0327
ENSG00000160445,50.2,(1.8-1400),0.0204
ENSG00000162344,0.054,(0.0031-0.93),0.0443
ENSG00000165914,2.44,(1.1-5.4),0.0267
ENSG00000153187,5.09,(1.4-18),0.0113
ENSG00000166839,130,(3.8-4500),0.00706
ENSG00000196911,0.221,(0.053-0.93),0.0389
ENSG00000175093,8.42,(1.8-40),0.00747
ENSG00000197324,5.07,(1.1-24),0.0409
ENSG00000204922,16.4,(2.5-110),0.00342
ENSG00000168234,0.116,(0.024-0.56),0.00724
ENSG00000145198,117,(1.5-8800),0.0309
ENSG00000275125,0.11,(0.022-0.56),0.00782
ENSG00000157870,0.11,(0.022-0.56),0.00782
ENSG00000006606,0.245,(0.071-0.84),0.0251
ENSG00000256073,19.8,(1.2-330),0.0371
ENSG00000157303,0.0777,(0.0097-0.62),0.0158
ENSG00000155622,1.53,(1.1-2.2),0.0184
ENSG00000223850,2.38,(1.2-4.9),0.0191
ENSG00000213186,3.99,(1.1-15),0.0386
ENSG00000187922,0.0102,(0.00036-0.29),0.00743
ENSG00000162645,0.457,(0.22-0.97),0.0408
ENSG00000151067,0.00798,(0.00016-0.39),0.0148
ENSG00000285479,0.00798,(0.00016-0.39),0.0148
ENSG00000225830,15400,(74-3200000),0.000405
ENSG00000182986,226,(2.3-22000),0.0209
ENSG00000157851,11.7,(1.7-80),0.0121
ENSG00000215068,0.0253,(9e-04-0.71),0.0306
ENSG00000166450,2.2,(1.4-3.4),0.000376
ENSG00000140107,66.5,(2.2-2000),0.0161
ENSG00000174123,0.0546,(0.0035-0.86),0.0388
ENSG00000122912,0.118,(0.033-0.42),0.000878
ENSG00000179751,273,(5-15000),0.00598
ENSG00000256232,2.17,(1.3-3.7),0.00431
ENSG00000155329,11.9,(1.1-120),0.0384
ENSG00000154309,3.68,(1.5-9.2),0.0052
ENSG00000146776,0.0364,(0.0044-0.3),0.00201
ENSG00000138735,0.0847,(0.0091-0.79),0.0303
ENSG00000197181,0.0413,(0.0044-0.39),0.00521
ENSG00000186235,224,(4.8-11000),0.0059
ENSG00000160856,0.0194,(0.00095-0.4),0.0106
ENSG00000153898,0.0794,(0.016-0.4),0.00224
ENSG00000280789,0.118,(0.014-0.97),0.0464
ENSG00000178171,213,(5.6-8100),0.00382
ENSG00000182836,3.68,(1.3-11),0.0164
ENSG00000273033,3.07,(1.3-7.4),0.0119
ENSG00000261824,8.1,(2.4-27),0.000633
ENSG00000153006,9.33,(1-87),0.0494
ENSG00000110011,73.9,(2.1-2600),0.018
ENSG00000198796,2.87,(1.3-6.2),0.00656
ENSG00000144583,4.38,(1.5-13),0.00793
ENSG00000133561,0.252,(0.079-0.8),0.0198
ENSG00000011426,2.29,(1.2-4.4),0.0123
ENSG00000116209,0.117,(0.014-0.94),0.0436
ENSG00000167281,0.0114,(0.00041-0.32),0.00853
ENSG00000085552,3.77,(1-14),0.0463
ENSG00000001461,0.136,(0.023-0.78),0.0257
ENSG00000187118,3.49,(1.2-10),0.0201
ENSG00000228288,4.67,(1.2-18),0.0257
ENSG00000176533,37.1,(1.5-910),0.0271
ENSG00000124780,14.7,(1.6-140),0.0187
ENSG00000165028,0.0255,(0.00095-0.69),0.0289
ENSG00000119922,0.206,(0.057-0.75),0.0161
ENSG00000069248,237,(5.4-10000),0.00456
ENSG00000153207,14.4,(2-110),0.00886
ENSG00000282880,12.7,(2.5-65),0.0023
ENSG00000162885,12.7,(2.5-65),0.0023
ENSG00000019485,0.0164,(0.00044-0.62),0.0264
ENSG00000274679,3.18,(1.1-9.6),0.0397
ENSG00000160284,3.18,(1.1-9.6),0.0397
ENSG00000181392,9.02,(1.7-48),0.01
ENSG00000265763,0.00712,(0.00016-0.31),0.0103
ENSG00000070269,14.7,(1.7-130),0.0154
ENSG00000176490,38.2,(2.3-640),0.0113
ENSG00000100336,740,(1.5-370000),0.0372
ENSG00000135655,0.0461,(0.0054-0.39),0.0048
ENSG00000104228,0.086,(0.0089-0.83),0.0342
ENSG00000244219,0.0029,(4.6e-05-0.18),0.00583
ENSG00000170962,25.5,(1.6-410),0.0227
ENSG00000043355,1.66,(1-2.6),0.0309
ENSG00000206466,0.00358,(2.8e-05-0.46),0.0232
