gene,HR,95% CI,p.value
ENSG00000164978,66.5,(4-1100),0.00332
ENSG00000170340,9.01,(1.1-73),0.039
ENSG00000100290,0.0822,(0.0071-0.95),0.0454
ENSG00000039650,5.48,(1.2-25),0.0283
ENSG00000164076,0.0414,(0.0031-0.56),0.0165
ENSG00000063176,149,(6.6-3400),0.00163
ENSG00000125967,4.44,(1.4-14),0.00966
ENSG00000121957,2.78,(1.6-4.9),0.000474
ENSG00000285465,10.9,(2.3-51),0.00239
ENSG00000100926,10.9,(2.3-51),0.00239
ENSG00000086848,13.8,(3.3-58),0.000364
ENSG00000135766,7.18,(1.7-30),0.00702
ENSG00000151651,1.88,(1-3.4),0.0344
ENSG00000004864,3.81,(1.3-11),0.0173
ENSG00000179348,1.5,(1.1-2.1),0.024
ENSG00000288188,0.179,(0.035-0.92),0.0391
ENSG00000254585,0.179,(0.035-0.92),0.0391
ENSG00000005001,8.11,(1.1-58),0.0367
ENSG00000282937,8.11,(1.1-58),0.0367
ENSG00000066279,8.22,(2-34),0.00387
ENSG00000120314,12.8,(1.1-150),0.0407
ENSG00000167618,1.41,(1-2),0.0429
ENSG00000277335,1.41,(1-2),0.0429
ENSG00000275819,1.41,(1-2),0.0429
ENSG00000274084,1.41,(1-2),0.0429
ENSG00000109911,12.2,(2.1-71),0.00538
ENSG00000165617,0.525,(0.3-0.93),0.0265
ENSG00000148308,46.1,(1.3-1700),0.0373
ENSG00000213281,4.81,(1.4-17),0.0149
ENSG00000168924,14,(1.5-130),0.0205
ENSG00000197614,1.32,(1-1.7),0.0372
ENSG00000198814,0.0184,(0.001-0.34),0.00704
ENSG00000112167,0.0115,(0.00025-0.52),0.0219
ENSG00000115840,0.0379,(0.0051-0.28),0.00137
ENSG00000197442,0.338,(0.12-0.96),0.0411
ENSG00000158427,3.75,(1.8-7.8),0.000452
ENSG00000269226,3.75,(1.8-7.8),0.000452
ENSG00000143851,0.0408,(0.0039-0.42),0.0073
ENSG00000165879,0.0663,(0.0072-0.61),0.0166
ENSG00000100263,68.5,(3.9-1200),0.0038
ENSG00000166501,0.0969,(0.018-0.52),0.00639
ENSG00000003400,0.00827,(0.00067-0.1),0.000177
ENSG00000137462,0.109,(0.012-0.97),0.0466
ENSG00000131725,0.137,(0.026-0.73),0.0194
ENSG00000166169,60.5,(1.1-3400),0.0457
ENSG00000095596,1.79,(1.2-2.7),0.00512
ENSG00000125798,2.73,(1.5-5),0.000945
ENSG00000121210,0.0983,(0.022-0.43),0.00206
ENSG00000083097,0.0924,(0.02-0.43),0.00251
ENSG00000010818,0.116,(0.019-0.71),0.0195
ENSG00000211448,4.45,(1-19),0.0453
ENSG00000100319,15.7,(1.1-220),0.0407
ENSG00000172243,0.219,(0.071-0.68),0.00858
ENSG00000185442,69.6,(4.4-1100),0.0027
ENSG00000183668,1.72,(1.1-2.8),0.0284
ENSG00000163481,66.2,(1.1-4200),0.0471
ENSG00000110723,3.45,(1.3-9.4),0.0155
ENSG00000178568,1.84,(1.3-2.7),0.00157
ENSG00000136274,0.0849,(0.0079-0.92),0.0423
ENSG00000172765,4.3,(1.1-16),0.031
ENSG00000049246,0.00828,(0.00044-0.16),0.0014
ENSG00000205213,2,(1-3.9),0.0388
ENSG00000125726,0.0578,(0.0042-0.8),0.0337
ENSG00000138031,0.0734,(0.0061-0.88),0.0393
ENSG00000057294,1.66,(1.1-2.4),0.00881
ENSG00000111725,0.0791,(0.011-0.57),0.012
ENSG00000211896,0.00174,(2e-05-0.15),0.0051
ENSG00000107077,0.0842,(0.0092-0.77),0.0284
ENSG00000181588,3.17,(1.4-7),0.00394
ENSG00000145362,0.314,(0.1-0.96),0.043
ENSG00000276368,12,(1.8-82),0.0112
ENSG00000145632,2.16,(1.1-4.1),0.0197
ENSG00000113593,0.137,(0.026-0.71),0.0175
ENSG00000255346,0.0257,(7e-04-0.94),0.0465
ENSG00000290203,0.0257,(7e-04-0.94),0.0465
ENSG00000104894,0.175,(0.041-0.75),0.0191
ENSG00000117597,51.1,(1.7-1600),0.024
ENSG00000157181,7.22,(1.8-29),0.00499
ENSG00000130005,3.52,(1.5-8.5),0.00524
ENSG00000182866,0.0132,(0.00088-0.2),0.00171
ENSG00000144591,7.97,(1.6-39),0.0109
ENSG00000168118,2.2,(1-4.7),0.0417
ENSG00000124216,6.71,(1.3-34),0.0207
ENSG00000075426,1.96,(1.2-3.3),0.0108
ENSG00000114107,24.1,(3.8-150),0.000742
ENSG00000172349,0.119,(0.021-0.67),0.0161
ENSG00000077984,0.0336,(0.0031-0.37),0.0056
ENSG00000173852,6.67,(1.2-38),0.0336
ENSG00000169251,3.26,(1.1-10),0.0394
ENSG00000231924,2.57,(1.1-6.3),0.0385
ENSG00000107789,7.52,(1.1-50),0.0363
ENSG00000198821,0.032,(0.0018-0.58),0.0202
ENSG00000106683,3.63,(1-13),0.0436
ENSG00000102245,0.00494,(2.6e-05-0.93),0.0469
ENSG00000163625,6.06,(1-36),0.0479
ENSG00000180999,2.26,(1.1-4.5),0.0187
ENSG00000198947,2,(1.1-3.6),0.0228
ENSG00000159267,65.3,(2.8-1500),0.00909
ENSG00000133997,6.61,(1.6-28),0.00994
ENSG00000147119,0.0625,(0.0097-0.4),0.00345
ENSG00000178104,1.94,(1.1-3.4),0.0219
ENSG00000198648,0.288,(0.11-0.77),0.0132
ENSG00000101911,0.304,(0.16-0.59),0.000414
ENSG00000115687,0.159,(0.031-0.82),0.028
ENSG00000213658,0.00138,(1.1e-05-0.17),0.00755
ENSG00000118655,82.5,(2.2-3100),0.0168
ENSG00000153208,0.258,(0.078-0.86),0.0267
ENSG00000144182,0.02,(0.0012-0.34),0.00668
ENSG00000281879,24.4,(2.4-250),0.00713
ENSG00000175164,24.4,(2.4-250),0.00713
ENSG00000226688,35,(1.9-640),0.0166
ENSG00000105492,5.58,(1.3-24),0.021
ENSG00000276536,7.24,(2.1-25),0.00205
ENSG00000174775,7.24,(2.1-25),0.00205
ENSG00000221878,3.23,(1.3-8.3),0.015
ENSG00000116701,0.269,(0.074-0.98),0.0462
ENSG00000168502,0.0425,(0.0057-0.31),0.002
ENSG00000171587,16.9,(1.1-250),0.0405
ENSG00000173809,0.0314,(0.0026-0.39),0.00684
ENSG00000014138,13.9,(1.9-100),0.00869
ENSG00000282932,0.283,(0.096-0.83),0.0214
ENSG00000153707,0.283,(0.096-0.83),0.0214
ENSG00000163209,7.58,(1.3-45),0.0259
ENSG00000048545,0.0305,(0.0018-0.52),0.0156
ENSG00000138050,11.4,(1.6-82),0.0154
ENSG00000137563,3.18,(1.5-6.7),0.00229
ENSG00000005884,5.2,(1-26),0.0466
ENSG00000110777,0.201,(0.044-0.92),0.0387
ENSG00000102755,5.91,(1.2-30),0.031
ENSG00000140995,13.8,(1.8-100),0.0113
ENSG00000138778,6.05,(1.2-30),0.0288
ENSG00000068831,0.0962,(0.011-0.82),0.0318
ENSG00000145703,0.142,(0.053-0.38),0.000117
ENSG00000198677,2.77,(1.1-7.1),0.0333
ENSG00000197444,0.196,(0.04-0.97),0.0457
ENSG00000172009,15.7,(2.1-120),0.00716
ENSG00000110697,53.5,(1.9-1500),0.0186
ENSG00000105552,12.6,(2.7-59),0.00135
ENSG00000141968,0.00445,(0.00011-0.19),0.00459
ENSG00000147869,2.76,(1.5-5.1),0.00121
ENSG00000134371,53.6,(5.9-490),0.000423
ENSG00000161091,4.4,(1.8-11),0.000932
ENSG00000050555,0.0491,(0.0048-0.5),0.0108
ENSG00000102221,4.4,(1.3-15),0.0165
ENSG00000144908,0.0454,(0.0025-0.82),0.0366
ENSG00000134539,0.00113,(9.9e-06-0.13),0.00497
ENSG00000205744,0.0414,(0.0043-0.4),0.00567
ENSG00000108771,0.0121,(0.00024-0.6),0.0266
ENSG00000167136,5.88,(1-34),0.0476
ENSG00000167487,13.1,(1.1-160),0.0454
ENSG00000160712,0.242,(0.078-0.76),0.0145
ENSG00000197147,7.64,(1.7-35),0.00825
ENSG00000064012,0.261,(0.071-0.95),0.0419
ENSG00000143224,74.7,(3.5-1600),0.00578
ENSG00000276657,18.7,(2.7-130),0.00288
ENSG00000104524,18.7,(2.7-130),0.00288
ENSG00000151650,0.0719,(0.0065-0.8),0.0322
ENSG00000156738,0.0413,(0.0031-0.56),0.0165
ENSG00000172113,36.2,(5.3-250),0.000266
ENSG00000136518,4.72,(1.1-20),0.0382
ENSG00000141646,11.4,(1.1-120),0.0409
ENSG00000176834,0.154,(0.03-0.78),0.0242
ENSG00000181751,6.23,(1.6-24),0.00852
ENSG00000064687,28.1,(3.1-250),0.00293
ENSG00000070778,6.65,(1.5-29),0.0123
ENSG00000198691,4.08,(1-16),0.0433
ENSG00000269404,0.0408,(0.003-0.56),0.0163
ENSG00000110148,1.7,(1.2-2.4),0.00132
ENSG00000186088,0.209,(0.078-0.56),0.00179
ENSG00000092529,0.0721,(0.0067-0.78),0.0301
ENSG00000133131,2.1,(1-4.3),0.0466
ENSG00000231372,0.302,(0.12-0.73),0.00813
ENSG00000224378,0.302,(0.12-0.73),0.00813
ENSG00000238289,0.302,(0.12-0.73),0.00813
ENSG00000234218,0.302,(0.12-0.73),0.00813
ENSG00000204516,0.302,(0.12-0.73),0.00813
ENSG00000206449,0.302,(0.12-0.73),0.00813
ENSG00000231179,0.302,(0.12-0.73),0.00813
ENSG00000227772,0.302,(0.12-0.73),0.00813
ENSG00000137959,0.529,(0.3-0.95),0.0323
ENSG00000114268,68.7,(1.1-4300),0.0452
ENSG00000124523,0.0356,(0.0017-0.76),0.0328
ENSG00000155962,0.0713,(0.0052-0.98),0.0486
ENSG00000053747,0.111,(0.023-0.55),0.00681
ENSG00000128512,0.187,(0.062-0.56),0.00274
ENSG00000187164,2.54,(1.1-5.7),0.0249
ENSG00000171109,12.7,(1.7-94),0.0125
ENSG00000126062,29.5,(4.9-180),0.000224
ENSG00000122085,16.1,(1.1-250),0.0459
ENSG00000158887,0.0124,(0.00023-0.68),0.0316
ENSG00000198183,2.71,(1.3-5.8),0.00964
ENSG00000127472,0.0428,(0.0021-0.89),0.042
ENSG00000090539,3.91,(1.3-11),0.0132
ENSG00000147454,5.4,(1.1-26),0.0366
ENSG00000243466,0.0107,(0.00022-0.51),0.0217
ENSG00000158402,25.8,(2.5-270),0.00637
ENSG00000110063,3.33,(1-11),0.0455
ENSG00000099960,3.25,(1.2-8.9),0.0214
ENSG00000154237,0.00246,(1.3e-05-0.48),0.0254
ENSG00000282684,14.2,(1-200),0.0494
ENSG00000014164,14.2,(1-200),0.0494
ENSG00000169857,4.62,(1.4-16),0.0141
ENSG00000197406,2.15,(1-4.6),0.0471
ENSG00000158517,0.112,(0.017-0.75),0.0242
ENSG00000128218,0.0132,(0.00021-0.84),0.0409
ENSG00000139579,9.81,(2.2-44),0.00273
ENSG00000161513,0.293,(0.091-0.95),0.0399
ENSG00000136383,3.15,(1.5-6.7),0.0028
ENSG00000164466,7.67,(2.2-27),0.00127
ENSG00000102243,1.61,(1-2.5),0.0315
ENSG00000136250,0.0347,(0.0024-0.51),0.0142
ENSG00000130675,7.77,(1.5-40),0.0137
ENSG00000066405,2.77,(1.3-5.9),0.00817
ENSG00000134028,0.351,(0.17-0.73),0.00524
ENSG00000126353,0.217,(0.068-0.69),0.00967
ENSG00000056558,0.0904,(0.01-0.79),0.0298
ENSG00000143850,3.64,(1.5-8.7),0.00369
ENSG00000172766,0.135,(0.03-0.61),0.00905
ENSG00000198081,0.0111,(0.00017-0.72),0.0343
ENSG00000173762,0.0142,(0.00046-0.44),0.0153
ENSG00000106617,2.52,(1-6.1),0.0402
ENSG00000080819,3.59,(1.4-9),0.00634
ENSG00000110218,2.54,(1-6.3),0.0432
ENSG00000026652,316,(18-5500),7.72e-05
ENSG00000115165,0.349,(0.13-0.96),0.0407
ENSG00000111796,0.106,(0.025-0.45),0.00236
ENSG00000063180,4.56,(1.4-15),0.0118
ENSG00000127951,0.361,(0.16-0.83),0.0157
ENSG00000112195,3.87,(1.3-12),0.0183
ENSG00000163563,0.43,(0.2-0.92),0.0307
ENSG00000173511,12.5,(1.2-130),0.0348
ENSG00000033178,8.3,(2.1-32),0.00234
ENSG00000119723,25.5,(2.1-310),0.0108
ENSG00000172116,0.0257,(0.0015-0.44),0.0114
ENSG00000005844,0.0156,(4e-04-0.61),0.026
ENSG00000137504,20.9,(1.6-270),0.019
ENSG00000124313,0.0286,(0.0013-0.63),0.0242
ENSG00000085433,0.152,(0.038-0.6),0.00753
ENSG00000284762,0.0677,(0.0068-0.68),0.022
ENSG00000113231,0.0677,(0.0068-0.68),0.022
ENSG00000007372,2.33,(1.3-4.1),0.00323
ENSG00000137822,6.8,(1.1-43),0.0425
ENSG00000104899,17.2,(2.6-110),0.00316
ENSG00000106993,0.177,(0.032-0.97),0.0463
ENSG00000124374,0.0708,(0.0076-0.66),0.0198
ENSG00000139292,4.54,(1-20),0.0475
ENSG00000125966,0.0294,(0.0017-0.51),0.0156
ENSG00000185518,4.65,(1.4-15),0.00987
ENSG00000064300,0.0214,(0.00097-0.47),0.0148
ENSG00000170848,1.56,(1-2.4),0.0454
ENSG00000152977,1.38,(1-1.8),0.0246
ENSG00000239697,0.0161,(0.00085-0.31),0.00596
ENSG00000111729,0.00572,(0.00012-0.28),0.00937
ENSG00000132465,0.634,(0.43-0.94),0.0239
ENSG00000116661,0.119,(0.014-0.99),0.0488
ENSG00000139193,0.0175,(0.00074-0.41),0.012
ENSG00000164082,28.8,(1.5-550),0.0256
ENSG00000112624,0.23,(0.061-0.87),0.0308
ENSG00000138642,0.148,(0.025-0.88),0.0357
ENSG00000118985,6.68,(1.6-27),0.00823
ENSG00000143537,4.99,(1.4-18),0.0126
ENSG00000170369,3.05,(1.5-6.4),0.00326
ENSG00000183943,0.14,(0.026-0.74),0.0207
ENSG00000102595,10.1,(1.1-96),0.0433
ENSG00000136514,0.0237,(0.002-0.29),0.0033
ENSG00000187626,0.0343,(0.0033-0.35),0.0045
ENSG00000171723,3.01,(1.2-7.8),0.0236
ENSG00000075651,8.67,(1.2-65),0.0349
ENSG00000148411,0.243,(0.086-0.68),0.00743
ENSG00000116212,20.9,(2.4-180),0.00545
ENSG00000179431,5.02,(1.5-17),0.00804
ENSG00000255408,14.6,(1.3-160),0.0282
ENSG00000143643,20.2,(3.7-110),0.000472
ENSG00000284971,0.0127,(0.00019-0.84),0.0411
ENSG00000198788,0.0127,(0.00019-0.84),0.0411
ENSG00000278466,0.0127,(0.00019-0.84),0.0411
ENSG00000146013,11.3,(1.4-94),0.0242
ENSG00000140368,0.0254,(0.00092-0.7),0.0302
ENSG00000164736,2.11,(1.3-3.5),0.00474
ENSG00000196747,31.5,(1.8-560),0.0189
ENSG00000121807,0.0911,(0.015-0.56),0.00987
ENSG00000130649,0.0474,(0.0029-0.77),0.032
ENSG00000141293,0.0183,(0.0012-0.27),0.00362
ENSG00000185862,0.239,(0.076-0.75),0.0147
ENSG00000125787,552,(11-28000),0.00159
ENSG00000125848,1.67,(1.1-2.4),0.00818
ENSG00000177054,18.4,(1.3-260),0.0322
ENSG00000180263,5.13,(2.1-13),0.00046
ENSG00000165996,2.4,(1.1-5.2),0.026
ENSG00000173698,0.146,(0.037-0.57),0.00562
ENSG00000186810,0.00135,(2.3e-06-0.8),0.0426
ENSG00000120688,0.00473,(0.00028-0.081),0.000217
ENSG00000137203,1.54,(1.1-2.2),0.0151
ENSG00000218336,1.73,(1.2-2.6),0.00759
ENSG00000154764,4.37,(1.2-15),0.0213
ENSG00000142207,0.0744,(0.0077-0.71),0.0243
ENSG00000091181,49.3,(1.6-1500),0.0248
ENSG00000132600,7.13,(1-50),0.048
ENSG00000103111,10.7,(1.1-110),0.0442
ENSG00000090776,6.16,(1-36),0.0447
ENSG00000134755,1.85,(1.2-2.8),0.00254
ENSG00000105880,1.89,(1.1-3.2),0.0171
ENSG00000131375,3.11,(1.3-7.6),0.0133
ENSG00000154165,80.5,(3.6-1800),0.00552
ENSG00000155657,1.51,(1.1-2),0.00356
ENSG00000185483,3.37,(1.4-8),0.00567
ENSG00000135297,0.102,(0.016-0.67),0.0172
ENSG00000135049,0.088,(0.013-0.57),0.0111
ENSG00000001561,0.0868,(0.011-0.7),0.0216
ENSG00000186310,0.258,(0.068-0.99),0.0475
ENSG00000120875,2.39,(1.3-4.4),0.00518
ENSG00000136110,0.152,(0.025-0.92),0.04
ENSG00000101850,0.0603,(0.006-0.6),0.0168
ENSG00000011198,5.62,(1.1-28),0.0342
ENSG00000109255,0.384,(0.15-0.99),0.0476
ENSG00000105374,0.0623,(0.0082-0.47),0.00713
ENSG00000157554,0.0204,(0.00082-0.51),0.0178
ENSG00000152484,0.0377,(0.0039-0.36),0.00444
ENSG00000169548,6.19,(1.3-29),0.0196
ENSG00000275499,6.19,(1.3-29),0.0196
ENSG00000149256,3.27,(1.2-8.6),0.0169
ENSG00000196418,7.29,(2.1-26),0.00199
ENSG00000101445,0.126,(0.031-0.51),0.0039
ENSG00000134909,76.3,(3.1-1900),0.0082
ENSG00000168779,103,(3.2-3400),0.00911
ENSG00000149452,9.56,(1.1-83),0.041
ENSG00000162928,3.58,(1.3-10),0.0173
ENSG00000132912,6.34,(1.2-33),0.0278
ENSG00000136144,0.218,(0.052-0.91),0.0368
ENSG00000111801,0.369,(0.14-1),0.0499
ENSG00000141404,0.0118,(0.00091-0.15),0.000699
ENSG00000169087,24.7,(2.3-270),0.00822
ENSG00000006071,51.4,(2.4-1100),0.0115
ENSG00000101670,1.65,(1.1-2.5),0.0244
ENSG00000145681,1.67,(1-2.7),0.0411
ENSG00000108091,7.77,(1.7-36),0.00833
ENSG00000113263,0.00308,(7.9e-05-0.12),0.002
ENSG00000126215,18.4,(1-320),0.0463
ENSG00000095585,0.318,(0.12-0.83),0.0199
ENSG00000137936,4.99,(1.8-14),0.00177
ENSG00000125657,0.00371,(7.8e-05-0.18),0.00455
ENSG00000118513,0.0374,(0.0024-0.57),0.0183
ENSG00000176473,0.00675,(0.00013-0.36),0.0137
ENSG00000176749,208,(2.5-17000),0.0181
ENSG00000106302,0.155,(0.029-0.82),0.0281
ENSG00000091592,0.0176,(0.00047-0.65),0.0286
ENSG00000181631,0.135,(0.02-0.9),0.0388
ENSG00000048052,0.0525,(0.0029-0.94),0.0451
ENSG00000100473,2.69,(1.6-4.6),0.000244
ENSG00000206075,0.0827,(0.012-0.58),0.0119
ENSG00000049883,7.68,(1.1-53),0.0395
ENSG00000130222,3.98,(1.7-9.3),0.0015
ENSG00000109654,0.032,(0.0051-0.2),0.000247
ENSG00000039987,7.75,(1.3-46),0.0234
ENSG00000198018,154,(3.1-7700),0.0116
ENSG00000163638,7.04,(1-48),0.0457
ENSG00000221890,0.0369,(0.003-0.45),0.00973
ENSG00000177614,0.0547,(0.0057-0.52),0.0118
ENSG00000176887,1.95,(1.2-3.2),0.00917
ENSG00000213753,155,(6.6-3700),0.00175
ENSG00000005700,0.197,(0.046-0.84),0.028
ENSG00000283068,0.197,(0.046-0.84),0.028
ENSG00000134516,0.342,(0.13-0.91),0.0311
ENSG00000100450,0.149,(0.023-0.97),0.046
ENSG00000147443,0.0499,(0.0028-0.89),0.0416
ENSG00000172869,0.247,(0.087-0.7),0.00833
ENSG00000285348,57.7,(2.7-1200),0.00931
ENSG00000092295,57.7,(2.7-1200),0.00931
ENSG00000221867,1.44,(1.1-1.9),0.00679
ENSG00000149201,2.54,(1.4-4.6),0.00246
ENSG00000074047,0.208,(0.052-0.83),0.0267
ENSG00000047634,0.115,(0.024-0.56),0.00744
ENSG00000181449,0.277,(0.085-0.9),0.0329
ENSG00000119946,13,(1.6-110),0.0178
ENSG00000082397,3.4,(1.3-8.9),0.0132
ENSG00000009790,0.071,(0.0074-0.69),0.0223
ENSG00000113211,24.9,(3.7-170),0.000905
ENSG00000124701,10.4,(2.1-53),0.00452
ENSG00000180318,2.8,(1.4-5.7),0.00423
ENSG00000108381,0.000504,(2.2e-06-0.12),0.00619
ENSG00000213398,0.034,(0.0016-0.71),0.0292
ENSG00000170373,1.53,(1.1-2.1),0.00735
ENSG00000101333,0.154,(0.037-0.65),0.0111
ENSG00000065665,9.65,(1.9-48),0.00553
ENSG00000113205,6.83,(1.6-30),0.0108
ENSG00000197818,21.3,(1.2-390),0.0395
ENSG00000124225,0.012,(0.00041-0.35),0.0104
ENSG00000170522,2.86,(1.1-7.7),0.0364
ENSG00000196693,25,(2.1-290),0.0105
ENSG00000119522,2.25,(1.2-4.2),0.0118
ENSG00000053501,14.4,(1.8-120),0.012
ENSG00000243364,6.3,(2-20),0.00175
ENSG00000078053,0.0101,(0.00046-0.22),0.00366
ENSG00000140459,1.37,(1-1.8),0.0358
ENSG00000288362,1.37,(1-1.8),0.0358
ENSG00000187021,54,(1.8-1600),0.0208
ENSG00000112972,2.96,(1.1-8.1),0.0341
ENSG00000198113,0.0226,(0.0011-0.46),0.0136
ENSG00000273936,0.0526,(0.0042-0.66),0.0225
ENSG00000157873,0.0526,(0.0042-0.66),0.0225
ENSG00000006016,3.14,(1.4-6.9),0.00425
ENSG00000273706,3.85,(1.7-8.5),0.000924
ENSG00000274577,3.85,(1.7-8.5),0.000924
ENSG00000138944,0.033,(0.0015-0.71),0.0293
ENSG00000057252,1.74,(1.1-2.8),0.0194
ENSG00000185947,0.133,(0.019-0.95),0.044
ENSG00000152465,0.0848,(0.011-0.66),0.0187
ENSG00000177455,0.098,(0.011-0.88),0.0377
ENSG00000100453,0.0195,(0.00054-0.71),0.0316
ENSG00000144648,8.16,(1.1-59),0.037
ENSG00000206383,0.0173,(0.00076-0.39),0.0108
ENSG00000204390,0.0173,(0.00076-0.39),0.0108
ENSG00000234258,0.0173,(0.00076-0.39),0.0108
ENSG00000226704,0.0173,(0.00076-0.39),0.0108
ENSG00000236251,0.0173,(0.00076-0.39),0.0108
ENSG00000231225,0.0519,(0.0046-0.59),0.0168
ENSG00000233051,0.0519,(0.0046-0.59),0.0168
ENSG00000204520,0.0519,(0.0046-0.59),0.0168
ENSG00000183214,0.0519,(0.0046-0.59),0.0168
ENSG00000235233,0.0519,(0.0046-0.59),0.0168
ENSG00000116017,2.2,(1.3-3.8),0.00557
ENSG00000138160,7.07,(1.9-26),0.0032
ENSG00000127329,0.0221,(0.0013-0.39),0.00919
ENSG00000086506,187,(3.6-9700),0.00948
ENSG00000106804,1.6,(1-2.5),0.0314
ENSG00000137101,0.0789,(0.0088-0.71),0.0235
ENSG00000143294,12.1,(3.1-47),0.000307
ENSG00000221916,18.2,(1.3-260),0.0333
ENSG00000119509,50.3,(5-510),0.000925
ENSG00000125650,1840,(11-310000),0.00397
ENSG00000158488,0.0117,(0.00017-0.79),0.0386
ENSG00000170961,2.27,(1.3-4),0.00379
ENSG00000101210,1.54,(1-2.3),0.0411
ENSG00000089012,0.0142,(0.00043-0.47),0.017
ENSG00000101951,1.78,(1.1-3),0.0319
ENSG00000119535,2.09,(1-4.3),0.0439
ENSG00000120149,1.96,(1.3-3),0.00177
ENSG00000136695,3030,(18-510000),0.00216
ENSG00000116874,4.06,(1.1-15),0.0356
ENSG00000176387,3.43,(1.1-11),0.0334
ENSG00000204406,11,(1.3-93),0.0277
ENSG00000168092,18,(1.1-290),0.0421
ENSG00000169071,3.54,(1.1-11),0.0317
ENSG00000119640,22.3,(3.2-150),0.00166
ENSG00000168078,2.09,(1.1-4),0.0268
ENSG00000110848,0.156,(0.027-0.9),0.0375
ENSG00000015153,6.42,(1.8-23),0.0041
ENSG00000277086,106,(1.4-7900),0.0343
ENSG00000166912,106,(1.4-7900),0.0343
ENSG00000103056,0.00574,(1e-04-0.31),0.0115
ENSG00000226479,3.88,(1.4-11),0.00888
ENSG00000108244,1.42,(1-2),0.0421
ENSG00000263309,1.42,(1-2),0.0421
ENSG00000137869,1.82,(1.1-3),0.0199
ENSG00000204941,1.63,(1.1-2.5),0.0186
ENSG00000148459,5.93,(1.5-24),0.0123
ENSG00000120211,1.64,(1.1-2.5),0.0244
ENSG00000105370,0.119,(0.019-0.75),0.0235
ENSG00000183763,73.7,(3.4-1600),0.00611
ENSG00000285394,2.46,(1.4-4.4),0.00301
ENSG00000114529,2.46,(1.4-4.4),0.00301
ENSG00000196152,14.4,(1.5-140),0.02
ENSG00000088888,2.97,(1.1-8.4),0.0401
ENSG00000135299,3.21,(1.7-6),0.000285
ENSG00000213578,0.0181,(5e-04-0.65),0.0282
ENSG00000150471,1.81,(1-3.2),0.0398
ENSG00000183044,3.82,(1.3-11),0.0145
ENSG00000226777,0.0163,(0.00038-0.7),0.0322
ENSG00000277059,0.0163,(0.00038-0.7),0.0322
ENSG00000057019,14,(2.2-88),0.00491
ENSG00000154645,0.0524,(0.004-0.69),0.0249
ENSG00000137693,2.84,(1.5-5.5),0.00212
ENSG00000196581,11.5,(1.3-99),0.0269
ENSG00000016082,2.41,(1.4-4.1),0.00142
ENSG00000135903,89.4,(1.5-5300),0.0307
ENSG00000159256,0.138,(0.027-0.7),0.0164
ENSG00000104371,3.13,(1.4-7.1),0.00661
ENSG00000198105,14.7,(2-110),0.00871
ENSG00000174306,149,(3.5-6400),0.00899
ENSG00000021645,22.6,(3.5-150),0.0011
ENSG00000196378,0.0613,(0.0042-0.9),0.0416
ENSG00000108924,0.00304,(2.6e-05-0.35),0.017
ENSG00000229320,29.5,(4.1-210),0.000801
ENSG00000228859,5.68,(1-31),0.0452
ENSG00000235925,5.68,(1-31),0.0452
ENSG00000235452,5.68,(1-31),0.0452
ENSG00000236183,5.68,(1-31),0.0452
ENSG00000204421,5.68,(1-31),0.0452
ENSG00000228250,5.68,(1-31),0.0452
ENSG00000206398,5.68,(1-31),0.0452
ENSG00000288185,0.0384,(0.0024-0.62),0.0214
ENSG00000104998,0.0384,(0.0024-0.62),0.0214
ENSG00000133315,21.5,(3.8-120),0.000522
ENSG00000101440,836,(3.7-190000),0.0149
ENSG00000110375,188,(3.8-9200),0.00833
ENSG00000137270,1.49,(1-2.1),0.0291
ENSG00000175556,131,(2.5-6800),0.0154
ENSG00000106025,2.15,(1.1-4.4),0.0351
ENSG00000122691,1.58,(1.1-2.4),0.0256
ENSG00000122188,0.00179,(1.9e-05-0.17),0.00617
ENSG00000141570,24.1,(1.2-470),0.0351
ENSG00000244509,0.032,(0.003-0.34),0.00449
ENSG00000116035,9.74,(1.2-81),0.0353
ENSG00000196678,6.42,(1.5-27),0.0104
ENSG00000126460,46.4,(2-1100),0.0172
ENSG00000254838,0.0189,(0.00047-0.76),0.0352
ENSG00000173218,4.03,(1.6-10),0.00402
ENSG00000131831,0.0765,(0.006-0.98),0.0486
ENSG00000075275,59.2,(5.3-670),0.000959
ENSG00000069011,1.55,(1.1-2.2),0.0107
ENSG00000169252,0.0618,(0.0056-0.68),0.0225
ENSG00000183072,12.9,(1.1-150),0.0412
ENSG00000167394,6.07,(1.5-24),0.011
ENSG00000152669,20.6,(3.8-110),0.000476
ENSG00000277276,28,(1.4-550),0.0287
ENSG00000089723,28,(1.4-550),0.0287
ENSG00000110171,98,(1.7-5700),0.0267
ENSG00000116406,8.67,(2.3-33),0.00155
ENSG00000166523,0.0015,(3.7e-06-0.61),0.0338
ENSG00000172005,0.0146,(0.00028-0.75),0.0357
ENSG00000179761,0.0241,(0.00093-0.62),0.0247
ENSG00000285109,4.02,(1.5-11),0.00609
ENSG00000136574,4.02,(1.5-11),0.00609
ENSG00000008311,0.14,(0.028-0.7),0.017
ENSG00000140749,0.104,(0.011-0.99),0.0485
ENSG00000283934,0.104,(0.011-0.99),0.0485
ENSG00000137843,2.12,(1.1-4.3),0.0346
ENSG00000174891,22.4,(3.8-130),0.000612
ENSG00000138685,0.0288,(0.0018-0.47),0.0129
ENSG00000135900,0.0517,(0.0027-0.99),0.0494
