gene,HR,95% CI,p.value
ENSG00000020256,1.98,(1-3.9),0.046
ENSG00000147955,2.75,(1.1-6.6),0.0246
ENSG00000136111,0.481,(0.26-0.9),0.0222
ENSG00000170290,2.52,(1.2-5.1),0.0108
ENSG00000261150,0.414,(0.2-0.87),0.0192
ENSG00000137942,1.6,(1.1-2.2),0.00633
ENSG00000138162,3.58,(1.7-7.4),0.000514
ENSG00000081721,2.27,(1.1-4.5),0.0202
ENSG00000141452,0.497,(0.25-1),0.0493
ENSG00000227429,0.418,(0.23-0.76),0.0039
ENSG00000230389,0.418,(0.23-0.76),0.0039
ENSG00000237105,0.418,(0.23-0.76),0.0039
ENSG00000206337,0.418,(0.23-0.76),0.0039
ENSG00000163568,0.294,(0.1-0.85),0.0243
ENSG00000132465,0.681,(0.54-0.87),0.0017
ENSG00000119227,2.13,(1.2-3.9),0.0161
ENSG00000130052,0.235,(0.079-0.7),0.00955
ENSG00000112619,0.218,(0.05-0.94),0.0415
ENSG00000125520,2.25,(1.2-4.3),0.0154
ENSG00000066583,1.89,(1.2-2.9),0.00266
ENSG00000140678,0.168,(0.053-0.54),0.00261
ENSG00000182866,0.58,(0.41-0.83),0.0028
ENSG00000051128,2,(1.1-3.8),0.0315
ENSG00000128284,0.396,(0.19-0.83),0.0146
ENSG00000121210,0.474,(0.28-0.81),0.00583
ENSG00000188677,0.435,(0.2-0.95),0.0364
ENSG00000047578,3.11,(1-9.4),0.0438
ENSG00000198130,2.19,(1.1-4.4),0.0267
ENSG00000119782,1.53,(1.1-2.2),0.0179
ENSG00000157087,2.03,(1.1-3.8),0.0293
ENSG00000166387,1.49,(1-2.2),0.0431
ENSG00000198821,0.451,(0.22-0.91),0.0257
ENSG00000149948,1.28,(1-1.6),0.0293
ENSG00000118894,22.6,(3.9-130),0.000549
ENSG00000165617,0.682,(0.47-0.98),0.0389
ENSG00000144115,2.21,(1.1-4.6),0.0356
ENSG00000133800,0.511,(0.27-0.98),0.042
ENSG00000163286,0.45,(0.23-0.87),0.0176
ENSG00000101443,1.48,(1.1-2.1),0.0221
ENSG00000103888,0.611,(0.39-0.96),0.0335
ENSG00000139508,0.598,(0.37-0.97),0.0383
ENSG00000184402,1.87,(1.1-3.2),0.0224
ENSG00000266074,1.98,(1-3.8),0.0384
ENSG00000235658,3.17,(1.5-6.9),0.00354
ENSG00000223752,3.17,(1.5-6.9),0.00354
ENSG00000137343,3.17,(1.5-6.9),0.00354
ENSG00000206488,3.17,(1.5-6.9),0.00354
ENSG00000234549,3.17,(1.5-6.9),0.00354
ENSG00000229061,3.17,(1.5-6.9),0.00354
ENSG00000231257,3.17,(1.5-6.9),0.00354
ENSG00000151726,0.455,(0.26-0.79),0.00503
ENSG00000103260,2.17,(1.3-3.7),0.00534
ENSG00000135111,1.43,(1.1-1.9),0.018
ENSG00000100842,4.86,(1.8-13),0.00207
ENSG00000175189,2.94,(1.1-8.2),0.039
ENSG00000157985,2.01,(1.1-3.6),0.0171
ENSG00000114251,2.02,(1.4-3),0.000386
ENSG00000117419,4.05,(1.4-12),0.00865
ENSG00000160191,1.44,(1-2),0.0414
ENSG00000158856,3.37,(1.1-11),0.0375
ENSG00000154589,0.739,(0.58-0.95),0.0177
ENSG00000139626,0.266,(0.094-0.75),0.0124
ENSG00000089127,0.62,(0.39-1),0.0479
ENSG00000049759,1.86,(1-3.4),0.0421
ENSG00000112186,2.04,(1.1-3.8),0.0255
ENSG00000166501,0.521,(0.31-0.88),0.0151
ENSG00000073737,0.324,(0.11-0.94),0.0389
ENSG00000130775,0.448,(0.29-0.7),0.000356
ENSG00000000938,0.439,(0.21-0.91),0.0267
ENSG00000142185,0.411,(0.17-0.97),0.0427
ENSG00000197375,3.34,(1.6-6.9),0.00107
ENSG00000067066,0.619,(0.41-0.93),0.0214
ENSG00000185010,0.463,(0.24-0.9),0.0236
ENSG00000131408,0.203,(0.052-0.79),0.0209
ENSG00000006118,2.93,(1.6-5.4),0.000635
ENSG00000106780,1.95,(1.1-3.4),0.0204
ENSG00000135766,5.57,(1.9-17),0.00214
ENSG00000132330,3,(1.1-8.4),0.0369
ENSG00000170955,0.31,(0.15-0.64),0.00154
ENSG00000162493,0.426,(0.22-0.83),0.0122
ENSG00000135750,1.42,(1.1-1.9),0.0221
ENSG00000137563,1.96,(1.3-3),0.0027
ENSG00000056998,1.58,(1.1-2.4),0.0271
ENSG00000211896,0.2,(0.049-0.81),0.0241
ENSG00000180953,0.125,(0.024-0.66),0.0142
ENSG00000197442,0.409,(0.22-0.74),0.00335
ENSG00000143851,0.215,(0.087-0.53),0.000904
ENSG00000266028,2.21,(1.4-3.5),0.000911
ENSG00000131459,0.532,(0.3-0.96),0.0353
ENSG00000110852,0.683,(0.49-0.96),0.0287
ENSG00000231372,0.538,(0.37-0.78),0.00106
ENSG00000224378,0.538,(0.37-0.78),0.00106
ENSG00000238289,0.538,(0.37-0.78),0.00106
ENSG00000234218,0.538,(0.37-0.78),0.00106
ENSG00000204516,0.538,(0.37-0.78),0.00106
ENSG00000206449,0.538,(0.37-0.78),0.00106
ENSG00000231179,0.538,(0.37-0.78),0.00106
ENSG00000227772,0.538,(0.37-0.78),0.00106
ENSG00000120949,0.435,(0.22-0.87),0.0177
ENSG00000088812,4.96,(2.1-11),0.000185
ENSG00000103569,0.454,(0.24-0.87),0.0164
ENSG00000125354,0.618,(0.43-0.9),0.011
ENSG00000165025,0.319,(0.17-0.62),0.000693
ENSG00000255690,1.73,(1.1-2.7),0.0144
ENSG00000160712,0.332,(0.16-0.67),0.00219
ENSG00000100060,0.352,(0.15-0.8),0.0128
ENSG00000113645,1.89,(1.2-2.9),0.00412
ENSG00000125967,3.04,(1.4-6.7),0.00564
ENSG00000198814,0.251,(0.067-0.94),0.0405
ENSG00000131725,0.43,(0.19-0.96),0.0401
ENSG00000260027,1.79,(1.3-2.5),0.00102
ENSG00000162413,0.366,(0.15-0.92),0.032
ENSG00000110092,2.03,(1.4-3),0.000547
ENSG00000157181,3.99,(1.6-10),0.00368
ENSG00000211659,0.607,(0.43-0.85),0.00381
ENSG00000038532,0.367,(0.17-0.81),0.0128
ENSG00000131018,0.388,(0.23-0.67),0.00057
ENSG00000049089,1.68,(1.3-2.2),5.4e-05
ENSG00000177030,3.12,(1.1-8.7),0.0297
ENSG00000282712,3.12,(1.1-8.7),0.0297
ENSG00000118298,2.25,(1.2-4.3),0.0122
ENSG00000213658,0.169,(0.047-0.61),0.00643
ENSG00000131042,0.481,(0.25-0.91),0.0245
ENSG00000277751,0.481,(0.25-0.91),0.0245
ENSG00000276146,0.481,(0.25-0.91),0.0245
ENSG00000274513,0.481,(0.25-0.91),0.0245
ENSG00000275463,0.481,(0.25-0.91),0.0245
ENSG00000165215,1.46,(1-2.1),0.0366
ENSG00000146859,0.495,(0.26-0.95),0.0346
ENSG00000141968,0.301,(0.12-0.74),0.00916
ENSG00000168118,2.58,(1.5-4.3),0.000366
ENSG00000101336,0.606,(0.41-0.9),0.0139
ENSG00000143995,1.73,(1.2-2.6),0.00699
ENSG00000102245,0.184,(0.044-0.77),0.021
ENSG00000104894,0.575,(0.38-0.87),0.00885
ENSG00000011275,0.225,(0.066-0.77),0.0169
ENSG00000145632,1.51,(1.1-2.1),0.0164
ENSG00000105552,2.85,(1.3-6),0.0064
ENSG00000121957,1.61,(1.1-2.4),0.0196
ENSG00000151150,3.3,(1.3-8.2),0.0103
ENSG00000213281,1.6,(1-2.4),0.0292
ENSG00000172349,0.372,(0.17-0.8),0.0114
ENSG00000171794,0.641,(0.45-0.91),0.012
ENSG00000162188,4.06,(1.7-9.4),0.00113
ENSG00000107672,3.18,(1.3-7.7),0.00998
ENSG00000137834,2.1,(1.2-3.7),0.0122
ENSG00000139211,0.627,(0.41-0.95),0.0295
ENSG00000126458,0.562,(0.33-0.96),0.0339
ENSG00000107537,1.6,(1.1-2.4),0.0189
ENSG00000140950,4.92,(1.3-19),0.0218
ENSG00000056736,1.79,(1.2-2.6),0.00167
ENSG00000124440,2.96,(1.4-6.1),0.00365
ENSG00000168887,2.34,(1.1-4.8),0.021
ENSG00000007866,2.36,(1.5-3.8),0.000504
ENSG00000092096,2.26,(1.3-4),0.00465
ENSG00000114646,2.96,(1.2-7.4),0.0208
ENSG00000134539,0.0326,(0.0065-0.16),3.1e-05
ENSG00000126860,0.609,(0.42-0.88),0.00909
ENSG00000112290,1.49,(1-2.1),0.0274
ENSG00000105290,2.17,(1.3-3.6),0.00361
ENSG00000029639,0.361,(0.14-0.96),0.0408
ENSG00000110934,0.438,(0.25-0.78),0.00519
ENSG00000143224,3.89,(1.7-8.7),0.000966
ENSG00000277614,1.56,(1.1-2.2),0.0143
ENSG00000166922,1.56,(1.1-2.2),0.0143
ENSG00000281931,1.56,(1.1-2.2),0.0143
ENSG00000004139,3.48,(1.4-8.4),0.00555
ENSG00000182621,1.73,(1.1-2.6),0.00913
ENSG00000243466,0.233,(0.062-0.87),0.03
ENSG00000125170,2.58,(1.3-5),0.00429
ENSG00000139193,0.568,(0.35-0.93),0.0243
ENSG00000153208,0.453,(0.23-0.89),0.0226
ENSG00000149294,1.52,(1.1-2.1),0.00718
ENSG00000168675,0.302,(0.11-0.84),0.0225
ENSG00000196843,0.29,(0.097-0.87),0.0269
ENSG00000282972,2.82,(1.3-6.3),0.0114
ENSG00000168243,2.82,(1.3-6.3),0.0114
ENSG00000122692,7.28,(1.8-30),0.00579
ENSG00000197563,8.18,(2.4-28),0.000847
ENSG00000137103,3.16,(1.3-7.9),0.0138
ENSG00000106976,2.25,(1.4-3.6),0.000591
ENSG00000117594,0.474,(0.24-0.95),0.0366
ENSG00000168386,0.695,(0.5-0.97),0.0327
ENSG00000061337,0.261,(0.089-0.76),0.0141
ENSG00000158427,2.95,(1.9-4.6),2.51e-06
ENSG00000269226,2.95,(1.9-4.6),2.51e-06
ENSG00000164047,0.166,(0.038-0.72),0.0161
ENSG00000156738,0.664,(0.45-0.98),0.0417
ENSG00000141447,2.46,(1-5.8),0.0386
ENSG00000173376,1.91,(1.2-3),0.00653
ENSG00000129226,0.223,(0.059-0.85),0.0278
ENSG00000160224,0.32,(0.11-0.93),0.0367
ENSG00000166780,1.72,(1-2.9),0.0374
ENSG00000278823,1.72,(1-2.9),0.0374
ENSG00000019169,0.472,(0.25-0.88),0.0175
ENSG00000157399,0.685,(0.47-1),0.0486
ENSG00000171840,0.307,(0.12-0.79),0.0145
ENSG00000146966,2.37,(1-5.6),0.0459
ENSG00000187164,1.68,(1-2.7),0.0341
ENSG00000087250,2.18,(1-4.6),0.0403
ENSG00000110777,0.643,(0.47-0.89),0.00697
ENSG00000205744,0.212,(0.078-0.57),0.00223
ENSG00000108771,0.213,(0.063-0.72),0.0128
ENSG00000179934,0.214,(0.049-0.93),0.0399
ENSG00000114315,1.98,(1.2-3.2),0.00397
ENSG00000109956,3.53,(1.3-9.9),0.0165
ENSG00000221867,1.24,(1-1.5),0.0158
ENSG00000173621,1.92,(1-3.6),0.0467
ENSG00000126500,4.84,(1.5-15),0.0069
ENSG00000168899,0.463,(0.26-0.82),0.00845
ENSG00000158714,0.405,(0.18-0.91),0.0296
ENSG00000154642,0.366,(0.14-0.97),0.0435
ENSG00000139910,1.97,(1.2-3.3),0.0115
ENSG00000124313,0.196,(0.053-0.72),0.0144
ENSG00000066923,0.447,(0.2-0.99),0.0464
ENSG00000153029,0.366,(0.15-0.88),0.0252
ENSG00000187688,0.522,(0.28-0.98),0.0438
ENSG00000077984,0.437,(0.21-0.9),0.0246
ENSG00000166833,2.6,(1.7-4),7.21e-06
ENSG00000111796,0.56,(0.34-0.93),0.0243
ENSG00000153558,2.41,(1.4-4.3),0.00278
ENSG00000122970,1.86,(1.1-3.1),0.014
ENSG00000147889,2.86,(1.4-5.9),0.00437
ENSG00000203896,0.258,(0.08-0.83),0.0234
ENSG00000005844,0.298,(0.13-0.7),0.0052
ENSG00000198142,1.8,(1-3.2),0.0408
ENSG00000137822,2.39,(1.1-5.2),0.0279
ENSG00000128040,0.249,(0.076-0.81),0.0213
ENSG00000005020,0.469,(0.26-0.85),0.0125
ENSG00000156234,0.698,(0.53-0.92),0.0101
ENSG00000121940,2.99,(1-8.7),0.0458
ENSG00000006652,0.588,(0.35-1),0.0493
ENSG00000172456,3.32,(1.4-7.9),0.00703
ENSG00000107679,2.08,(1-4.3),0.0494
ENSG00000145649,0.482,(0.28-0.82),0.00675
ENSG00000122877,0.603,(0.37-0.99),0.0476
ENSG00000158560,2.23,(1.2-4.3),0.0155
ENSG00000288169,0.253,(0.1-0.61),0.00226
ENSG00000072818,0.253,(0.1-0.61),0.00226
ENSG00000282637,0.41,(0.18-0.96),0.0401
ENSG00000006062,0.41,(0.18-0.96),0.0401
ENSG00000065833,0.597,(0.37-0.97),0.0374
ENSG00000167759,0.266,(0.086-0.82),0.0213
ENSG00000138794,1.83,(1.1-3.1),0.0255
ENSG00000127472,0.277,(0.081-0.95),0.0416
ENSG00000138829,1.42,(1.1-1.8),0.00369
ENSG00000197565,2.07,(1.2-3.7),0.0138
ENSG00000143196,0.576,(0.34-0.98),0.0433
ENSG00000121053,0.163,(0.034-0.78),0.0233
ENSG00000107789,2.6,(1.3-5.1),0.00465
ENSG00000166313,3.5,(1.2-10),0.0222
ENSG00000101846,3.01,(1.1-8.3),0.0334
ENSG00000134460,0.16,(0.042-0.62),0.00765
ENSG00000123684,1.5,(1.1-2.1),0.0113
ENSG00000105711,0.247,(0.08-0.76),0.0147
ENSG00000181751,3.67,(1.8-7.4),0.000248
ENSG00000149809,2.71,(1.5-4.9),0.00109
ENSG00000162804,0.49,(0.24-0.98),0.0451
ENSG00000205364,0.692,(0.5-0.95),0.0238
ENSG00000064012,0.581,(0.37-0.91),0.0183
ENSG00000126062,2.78,(1-7.4),0.0404
ENSG00000102221,2.35,(1.3-4.4),0.00632
ENSG00000063180,2.03,(1.1-3.6),0.0174
ENSG00000197062,3.88,(1.3-12),0.0183
ENSG00000114013,0.537,(0.34-0.86),0.00914
ENSG00000088367,2.34,(1.3-4.3),0.00592
ENSG00000101695,0.476,(0.27-0.85),0.0115
ENSG00000166426,1.37,(1-1.8),0.0231
ENSG00000120942,0.446,(0.2-0.99),0.0478
ENSG00000160973,0.568,(0.32-1),0.0497
ENSG00000169896,0.549,(0.37-0.82),0.00294
ENSG00000066405,1.53,(1.2-2),0.00184
ENSG00000163026,3.22,(1-10),0.0457
ENSG00000198125,2.34,(1.1-5),0.0281
ENSG00000139579,3.49,(1.3-9.1),0.0101
ENSG00000141696,1.77,(1.1-2.8),0.0168
ENSG00000077150,0.396,(0.19-0.81),0.0118
ENSG00000158517,0.321,(0.16-0.65),0.00151
ENSG00000089820,0.163,(0.061-0.43),0.000269
ENSG00000121552,0.69,(0.5-0.95),0.0211
ENSG00000101452,2.74,(1.4-5.4),0.00323
ENSG00000057294,1.42,(1.1-1.9),0.0198
ENSG00000186088,0.531,(0.34-0.83),0.00585
ENSG00000116212,5.69,(2-16),0.00108
ENSG00000162747,0.521,(0.28-0.96),0.0368
ENSG00000109680,3.79,(1.1-13),0.0294
ENSG00000214367,0.455,(0.21-0.97),0.0417
ENSG00000138642,0.416,(0.21-0.82),0.0113
ENSG00000277656,1.75,(1-3),0.0429
ENSG00000204138,1.89,(1-3.4),0.0352
ENSG00000123610,0.526,(0.31-0.89),0.0172
ENSG00000171109,3.66,(1.4-9.3),0.00616
ENSG00000105374,0.418,(0.23-0.75),0.0032
ENSG00000135297,0.437,(0.21-0.9),0.0254
ENSG00000143603,2.68,(1.3-5.5),0.00699
ENSG00000165152,2.44,(1.4-4.4),0.00282
ENSG00000171428,0.481,(0.24-0.96),0.0384
ENSG00000189143,1.34,(1.1-1.6),0.00522
ENSG00000160801,1.74,(1-3),0.0412
ENSG00000185664,1.69,(1.1-2.6),0.0133
ENSG00000136383,1.75,(1.2-2.6),0.00497
ENSG00000013375,2.15,(1.2-3.9),0.0105
ENSG00000141293,0.258,(0.095-0.7),0.00764
ENSG00000169047,1.93,(1.1-3.3),0.0145
ENSG00000139219,1.25,(1.1-1.5),0.00365
ENSG00000169184,1.79,(1.2-2.7),0.00344
ENSG00000188153,1.41,(1.1-1.8),0.00347
ENSG00000162873,2.26,(1.1-4.6),0.0261
ENSG00000136250,0.397,(0.19-0.83),0.0146
ENSG00000139292,2.93,(1.2-7),0.0151
ENSG00000184672,3.44,(1.7-6.9),0.000478
ENSG00000103528,2.68,(1.5-4.9),0.00138
ENSG00000113263,0.498,(0.27-0.92),0.025
ENSG00000106692,6,(1.9-19),0.00211
ENSG00000122224,0.354,(0.15-0.84),0.0182
ENSG00000124749,1.5,(1.1-2.1),0.022
ENSG00000156239,4.12,(1.1-15),0.0329
ENSG00000140368,0.321,(0.13-0.8),0.0149
ENSG00000183943,0.387,(0.17-0.9),0.0284
ENSG00000101445,0.453,(0.22-0.92),0.028
ENSG00000143147,2.11,(1.3-3.3),0.00151
ENSG00000126353,0.616,(0.41-0.93),0.0211
ENSG00000152977,1.45,(1.2-1.7),2.24e-05
ENSG00000177464,0.236,(0.06-0.92),0.0378
ENSG00000132437,1.28,(1-1.6),0.0324
ENSG00000007372,1.31,(1-1.7),0.0469
ENSG00000102243,1.95,(1.2-3.3),0.0126
ENSG00000115165,0.608,(0.42-0.89),0.0107
ENSG00000000457,3.24,(1-10),0.0464
ENSG00000164434,1.3,(1-1.6),0.0165
ENSG00000111785,4.15,(1.4-12),0.0104
ENSG00000171723,2.28,(1.3-4.1),0.00611
ENSG00000179431,2.46,(1.3-4.6),0.00522
ENSG00000131375,1.89,(1.2-2.9),0.00465
ENSG00000163703,1.96,(1-3.8),0.0481
ENSG00000158825,0.19,(0.068-0.53),0.00148
ENSG00000056558,0.281,(0.1-0.79),0.016
ENSG00000177054,2.07,(1-4.2),0.0419
ENSG00000070190,0.384,(0.15-0.99),0.0482
ENSG00000159228,1.99,(1.1-3.7),0.0323
ENSG00000112280,1.92,(1.1-3.2),0.0127
ENSG00000182372,0.149,(0.025-0.9),0.0382
ENSG00000278220,0.149,(0.025-0.9),0.0382
ENSG00000196954,0.462,(0.23-0.94),0.0322
ENSG00000105483,0.185,(0.063-0.54),0.00212
ENSG00000140463,3.99,(1-16),0.0469
ENSG00000137274,5.23,(2-14),0.00066
ENSG00000075891,3.66,(1.4-9.9),0.0104
ENSG00000263753,2.81,(1.1-7.1),0.0279
ENSG00000023892,0.218,(0.056-0.84),0.0275
ENSG00000178233,1.95,(1-3.7),0.0399
ENSG00000182511,0.201,(0.056-0.72),0.0134
ENSG00000135040,2.11,(1.1-4.1),0.0278
ENSG00000185658,2.49,(1.1-5.8),0.0334
ENSG00000185252,3.97,(1.5-10),0.00471
ENSG00000085514,0.387,(0.16-0.97),0.0419
ENSG00000170893,3.38,(1.3-9),0.0144
ENSG00000171522,0.696,(0.52-0.93),0.0148
ENSG00000145241,0.199,(0.049-0.8),0.0234
ENSG00000080819,2.09,(1-4.2),0.0368
ENSG00000101346,2.34,(1.1-5),0.0291
ENSG00000125787,2.24,(1-5),0.0476
ENSG00000172243,0.562,(0.38-0.84),0.00469
ENSG00000175264,3.04,(1.4-6.5),0.00379
ENSG00000187122,1.91,(1.1-3.2),0.0145
ENSG00000148411,0.547,(0.32-0.95),0.0307
ENSG00000088899,2.81,(1.2-6.8),0.022
ENSG00000177455,0.321,(0.13-0.78),0.0126
ENSG00000134061,0.283,(0.11-0.76),0.0122
ENSG00000164466,2.77,(1.5-5.3),0.00187
ENSG00000104856,0.222,(0.097-0.51),0.000348
ENSG00000176533,0.25,(0.1-0.63),0.00304
ENSG00000180891,1.94,(1.1-3.5),0.0254
ENSG00000151790,0.556,(0.34-0.91),0.0199
ENSG00000262635,0.556,(0.34-0.91),0.0199
ENSG00000185518,2.09,(1.1-3.8),0.0179
ENSG00000117425,0.123,(0.026-0.58),0.00838
ENSG00000269190,2.34,(1.1-5),0.0282
ENSG00000282954,2.34,(1.1-5),0.0282
ENSG00000120756,1.4,(1.1-1.8),0.0129
ENSG00000239697,0.261,(0.083-0.82),0.0212
ENSG00000180340,1.69,(1.2-2.5),0.00636
ENSG00000137203,1.33,(1-1.7),0.0351
ENSG00000168575,5.63,(1.9-17),0.00234
ENSG00000099139,0.597,(0.38-0.94),0.0257
ENSG00000095587,0.158,(0.029-0.87),0.0342
ENSG00000100122,0.16,(0.049-0.52),0.0024
ENSG00000012171,2.12,(1.1-3.9),0.0185
ENSG00000171033,1.76,(1.1-2.9),0.0258
ENSG00000095585,0.707,(0.51-0.99),0.0425
ENSG00000172379,1.63,(1-2.6),0.0376
ENSG00000084628,2.47,(1.1-5.7),0.034
ENSG00000146094,0.238,(0.078-0.72),0.0115
ENSG00000126752,0.293,(0.088-0.97),0.045
ENSG00000121807,0.575,(0.34-0.98),0.0403
ENSG00000115523,0.499,(0.28-0.88),0.0165
ENSG00000105880,2.06,(1.3-3.2),0.000913
ENSG00000147443,0.234,(0.095-0.57),0.00146
ENSG00000163563,0.552,(0.37-0.81),0.00267
ENSG00000159713,1.4,(1-1.9),0.0329
ENSG00000185862,0.634,(0.45-0.89),0.0088
ENSG00000155962,0.362,(0.18-0.72),0.00353
ENSG00000119778,2,(1-4),0.0499
ENSG00000173926,0.359,(0.14-0.89),0.0272
ENSG00000105499,0.474,(0.26-0.86),0.0145
ENSG00000117009,0.223,(0.079-0.63),0.00465
ENSG00000166821,4.95,(1.6-15),0.00479
ENSG00000134982,4.14,(1.1-15),0.0301
ENSG00000134516,0.545,(0.34-0.87),0.0108
ENSG00000163666,0.462,(0.21-1),0.0495
ENSG00000100453,0.596,(0.37-0.95),0.0298
ENSG00000133019,3.29,(1.6-7),0.00184
ENSG00000130037,1.85,(1-3.3),0.0415
ENSG00000143294,2,(1-3.8),0.0354
ENSG00000034239,1.93,(1.2-3.2),0.0122
ENSG00000197496,1.5,(1.1-2.1),0.0252
ENSG00000130287,1.88,(1.3-2.8),0.00134
ENSG00000182963,2.58,(1.1-6.3),0.0377
ENSG00000099282,2.96,(1.2-7.6),0.0237
ENSG00000170832,0.192,(0.053-0.7),0.0122
ENSG00000113812,4.49,(1.1-19),0.0389
ENSG00000198001,0.0478,(0.009-0.25),0.000354
ENSG00000105205,0.204,(0.056-0.74),0.0159
ENSG00000139970,1.37,(1.1-1.7),0.0105
ENSG00000111801,0.554,(0.33-0.93),0.0263
ENSG00000089012,0.294,(0.14-0.64),0.00203
ENSG00000003249,3.29,(1.2-8.9),0.0194
ENSG00000072694,0.624,(0.39-0.99),0.0471
ENSG00000124194,2.58,(1.1-6.1),0.0309
ENSG00000114638,2.51,(1.3-4.9),0.00648
ENSG00000150403,2.13,(1.1-4.1),0.0253
ENSG00000049249,0.285,(0.093-0.87),0.0273
ENSG00000136457,3.97,(1.4-12),0.012
ENSG00000065615,0.544,(0.31-0.96),0.0372
ENSG00000157542,4.76,(1.3-18),0.022
ENSG00000110429,1.64,(1-2.6),0.0377
ENSG00000184922,0.308,(0.13-0.73),0.00755
ENSG00000104783,0.338,(0.13-0.85),0.0206
ENSG00000108839,0.203,(0.06-0.69),0.0104
ENSG00000136011,0.245,(0.067-0.89),0.033
ENSG00000129450,0.0972,(0.023-0.4),0.00133
ENSG00000064886,0.47,(0.23-0.96),0.0376
ENSG00000137101,0.353,(0.16-0.76),0.00764
ENSG00000113205,3.12,(1.5-6.3),0.00161
ENSG00000148702,1.55,(1-2.3),0.0326
ENSG00000121570,0.729,(0.56-0.95),0.0215
ENSG00000112175,2.32,(1.1-5.1),0.0355
ENSG00000100473,1.32,(1-1.7),0.026
ENSG00000108511,1.44,(1-2),0.032
ENSG00000064205,0.495,(0.25-0.98),0.0436
ENSG00000136928,4.02,(1.3-12),0.0163
ENSG00000119522,1.84,(1.2-2.9),0.00605
ENSG00000109743,0.198,(0.063-0.62),0.0057
ENSG00000160654,0.305,(0.098-0.95),0.0402
ENSG00000128268,2.36,(1.1-5.1),0.0268
ENSG00000231225,0.248,(0.11-0.58),0.00136
ENSG00000233051,0.248,(0.11-0.58),0.00136
ENSG00000204520,0.248,(0.11-0.58),0.00136
ENSG00000183214,0.248,(0.11-0.58),0.00136
ENSG00000235233,0.248,(0.11-0.58),0.00136
ENSG00000006016,1.78,(1.1-2.9),0.0215
ENSG00000243364,2.26,(1.2-4.1),0.00767
ENSG00000149256,2.08,(1.3-3.3),0.00222
ENSG00000180318,2.28,(1.1-4.8),0.0289
ENSG00000007312,0.37,(0.16-0.86),0.02
ENSG00000096968,0.287,(0.093-0.89),0.0306
ENSG00000151498,2.74,(1.1-6.6),0.0254
ENSG00000162676,0.0821,(0.011-0.63),0.0161
ENSG00000106804,1.26,(1-1.5),0.0282
ENSG00000112294,1.98,(1.2-3.2),0.0046
ENSG00000143643,4.13,(1.5-12),0.00698
ENSG00000164162,0.243,(0.076-0.77),0.0167
ENSG00000198105,3.05,(1.5-6.1),0.00142
ENSG00000009790,0.444,(0.25-0.79),0.00616
ENSG00000145681,1.62,(1.2-2.3),0.0045
ENSG00000172869,0.541,(0.34-0.87),0.0116
ENSG00000181631,0.554,(0.33-0.94),0.0296
ENSG00000119640,2.21,(1-4.8),0.0442
ENSG00000101210,1.45,(1.1-2),0.0178
ENSG00000136044,2.22,(1.3-3.9),0.00562
ENSG00000066336,0.255,(0.1-0.64),0.00373
ENSG00000023608,0.448,(0.21-0.97),0.0417
ENSG00000065057,2.35,(1.1-5),0.0275
ENSG00000173083,0.527,(0.29-0.95),0.0346
ENSG00000126759,0.256,(0.08-0.82),0.0218
ENSG00000261192,0.0984,(0.016-0.59),0.0113
ENSG00000125848,1.37,(1.1-1.7),0.00422
ENSG00000136828,3.57,(1.7-7.3),0.000524
ENSG00000129514,1.61,(1.1-2.4),0.0265
ENSG00000275074,0.221,(0.05-0.99),0.0484
ENSG00000136002,2.4,(1.4-4.1),0.00125
ENSG00000091844,4.77,(1.4-16),0.0108
ENSG00000163531,1.64,(1-2.6),0.0329
ENSG00000105146,0.283,(0.088-0.91),0.0341
ENSG00000094963,0.478,(0.24-0.94),0.0329
ENSG00000133315,2.64,(1-6.8),0.0433
ENSG00000127946,2.62,(1.3-5.1),0.00499
ENSG00000176387,2.43,(1.5-4),0.000544
ENSG00000077274,1.25,(1-1.5),0.0179
ENSG00000168530,2.65,(1.3-5.4),0.00675
ENSG00000116017,2.23,(1.4-3.5),0.000693
ENSG00000164031,0.255,(0.091-0.71),0.0092
ENSG00000059377,0.359,(0.13-0.96),0.0415
ENSG00000119004,0.261,(0.089-0.77),0.0145
ENSG00000021300,1.64,(1.1-2.5),0.0184
ENSG00000137273,1.75,(1.1-2.7),0.0118
ENSG00000138161,0.267,(0.075-0.95),0.0416
ENSG00000165650,1.88,(1.1-3.2),0.0174
ENSG00000162374,2.03,(1.2-3.3),0.00472
ENSG00000176887,1.44,(1.2-1.8),0.00105
ENSG00000101670,1.44,(1-2),0.0347
ENSG00000005379,2.88,(1.1-7.8),0.0371
ENSG00000137269,1.93,(1.2-3),0.00362
ENSG00000112333,1.65,(1.1-2.5),0.0135
ENSG00000120149,1.45,(1-2.1),0.0488
ENSG00000135299,1.52,(1.1-2.2),0.019
ENSG00000166257,2.35,(1.3-4.2),0.0035
ENSG00000196511,0.477,(0.25-0.91),0.025
ENSG00000119042,2.04,(1.2-3.6),0.0128
ENSG00000170577,1.73,(1-2.9),0.0375
ENSG00000250510,2.56,(1-6.2),0.039
ENSG00000118596,0.382,(0.18-0.8),0.0107
ENSG00000257267,2.22,(1.1-4.7),0.0365
ENSG00000198624,0.403,(0.21-0.76),0.00499
ENSG00000173218,1.67,(1.1-2.5),0.011
ENSG00000164136,0.348,(0.16-0.74),0.00582
ENSG00000134755,1.64,(1.2-2.3),0.00293
