"gene","HR","95% CI","p.value"
"ENSG00000250032",10700,"(4.9-2.3e+07)",0.0179
"ENSG00000226009",6.4,"(1.3-31)",0.0206
"ENSG00000253280",1620000,"(1.4-1.9e+12)",0.0453
"ENSG00000196503",2.01,"(1-4)",0.0488
"ENSG00000224887",1090,"(20-59000)",0.000598
"ENSG00000155158",0.278,"(0.081-0.95)",0.0414
"ENSG00000275563",3.46e+17,"(340-3.5e+32)",0.022
"ENSG00000146399",2.14e+10,"(270-1.7e+18)",0.0103
"ENSG00000264103",1620,"(1.4-1800000)",0.0394
"ENSG00000125618",0.384,"(0.16-0.9)",0.0273
"ENSG00000200325",125,"(3.1-5100)",0.0104
"ENSG00000274602",1.63,"(1-2.6)",0.0349
"ENSG00000250456",76.7,"(3.1-1900)",0.00818
"ENSG00000278028",44100,"(18-1.1e+08)",0.00741
"ENSG00000236262",12000,"(37-3900000)",0.00143
"ENSG00000173156",1.42,"(1-1.9)",0.0272
"ENSG00000197309",5380000,"(77-3.7e+11)",0.00644
"ENSG00000236240",2.01e+10,"(470-8.5e+17)",0.0081
"ENSG00000202239",14.6,"(2.3-93)",0.00463
"ENSG00000280539",12.9,"(1.1-150)",0.0394
"ENSG00000206901",6780,"(1.3-3.6e+07)",0.0435
"ENSG00000155875",11.1,"(2.3-53)",0.00256
"ENSG00000267073",41.7,"(2.5-700)",0.00943
"ENSG00000240240",228,"(8.1-6400)",0.00141
"ENSG00000261751",9.6e+17,"(3.6e+09-2.5e+26)",2.85e-05
"ENSG00000129038",1.44,"(1-2)",0.0291
"ENSG00000244176",55700,"(2.5-1.2e+09)",0.0324
"ENSG00000212855",3.39e+85,"(4.7e+35-2.5e+135)",0.000774
"ENSG00000254514",42.9,"(2.3-800)",0.0119
"ENSG00000180697",76.4,"(2-2900)",0.0199
"ENSG00000100417",3.76,"(1.3-11)",0.0145
"ENSG00000219314",3.6e+16,"(290000-4.4e+27)",0.00342
"ENSG00000255162",30400,"(1.4-6.5e+08)",0.0425
"ENSG00000236922",2.07e+09,"(170-2.5e+16)",0.00998
"ENSG00000100319",3.35,"(1.1-10)",0.0367
"ENSG00000223982",25.6,"(2.7-240)",0.00452
"ENSG00000261260",38.7,"(1.9-780)",0.017
"ENSG00000271175",3960000,"(200-8e+10)",0.00267
"ENSG00000042304",2650000,"(1.4-5e+12)",0.0447
"ENSG00000105711",2.45,"(1.1-5.6)",0.0314
"ENSG00000263632",27.1,"(1.1-660)",0.0426
"ENSG00000257480",3.75e+11,"(1800-7.7e+19)",0.00636
"ENSG00000273360",1750,"(11-270000)",0.00367
"ENSG00000265041",13300000,"(82-2.2e+12)",0.00738
"ENSG00000203724",1.9,"(1-3.4)",0.0344
"ENSG00000231933",4.1e+14,"(3100-5.4e+25)",0.01
"ENSG00000267694",7490,"(15-3600000)",0.00471
"ENSG00000184166",3.6e+11,"(8700-1.5e+19)",0.00294
"ENSG00000236378",2.26e+13,"(15000-3.4e+22)",0.00437
"ENSG00000253016",1320,"(8.6-2e+05)",0.00516
"ENSG00000199109",20.6,"(1.4-310)",0.0291
"ENSG00000229918",65600,"(1.1-3.8e+09)",0.0473
"ENSG00000162267",2.55,"(1.1-6.2)",0.0376
"ENSG00000262231",264,"(1.4-51000)",0.0379
"ENSG00000255967",0.568,"(0.33-0.98)",0.0434
"ENSG00000201294",12.3,"(1.3-120)",0.0282
"ENSG00000253524",1950,"(5.9-650000)",0.0105
"ENSG00000260284",7.92,"(1.1-58)",0.0425
"ENSG00000231476",2.06,"(1.3-3.4)",0.00434
"ENSG00000266019",0.0937,"(0.017-0.51)",0.00627
"ENSG00000250517",7.2e+14,"(330000-1.6e+24)",0.00181
"ENSG00000042429",2.52,"(1-6.1)",0.0405
"ENSG00000154646",156,"(2.9-8500)",0.0132
"ENSG00000228799",1940,"(18-210000)",0.0016
"ENSG00000187229",1.81e+16,"(13000-2.4e+28)",0.00861
"ENSG00000272804",1.23e+10,"(8000-1.9e+16)",0.00139
"ENSG00000281460",7.18,"(1.8-28)",0.00464
"ENSG00000266838",67.6,"(1.6-2800)",0.0269
"ENSG00000233424",178000,"(100-3e+08)",0.00145
"ENSG00000236733",874000,"(4-1.9e+11)",0.0292
"ENSG00000146147",9.74,"(1.1-84)",0.039
"ENSG00000274680",3.93e+39,"(6.6e+25-2.3e+53)",1.77e-08
"ENSG00000226620",61.1,"(4.6-820)",0.00191
"ENSG00000267136",116000,"(1.8-7.6e+09)",0.0393
"ENSG00000198682",1.63,"(1-2.6)",0.0375
"ENSG00000240355",19000,"(39-9300000)",0.00183
"ENSG00000224008",1.45e+15,"(8.1-2.6e+29)",0.0371
"ENSG00000225727",2080000,"(330-1.3e+10)",0.00113
"ENSG00000166575",1.93,"(1.1-3.5)",0.0275
"ENSG00000260975",1.54e+09,"(330-7.1e+15)",0.00689
"ENSG00000272784",8.76,"(1.6-49)",0.0137
"ENSG00000248785",32.9,"(1.3-860)",0.0357
"ENSG00000231382",373,"(4.8-29000)",0.00753
"ENSG00000267631",47.8,"(2-1100)",0.017
"ENSG00000175520",2.85,"(1.3-6.1)",0.00675
"ENSG00000254508",40.4,"(3.8-420)",0.00205
"ENSG00000241128",67700000,"(110-4.1e+13)",0.00792
"ENSG00000261636",788000,"(72-8.7e+09)",0.00424
"ENSG00000259390",337,"(2.1-55000)",0.025
"ENSG00000160182",1.23,"(1-1.5)",0.0415
"ENSG00000202377",282,"(2.3-35000)",0.022
"ENSG00000212122",1470,"(4.9-440000)",0.0122
"ENSG00000249290",5.19e+09,"(54-5e+17)",0.0171
"ENSG00000271421",3.24e+10,"(14-7.8e+19)",0.0281
"ENSG00000237728",96,"(1.5-6000)",0.0306
"ENSG00000259944",781000,"(11-5.5e+10)",0.0172
"ENSG00000267247",20.7,"(1.3-330)",0.0316
"ENSG00000200171",1.9e+07,"(1300-2.8e+11)",0.000627
"ENSG00000255127",36400,"(38-3.5e+07)",0.00272
"ENSG00000229551",6.61e+26,"(1.1e+08-4.1e+45)",0.00516
"ENSG00000123977",1.92,"(1.1-3.3)",0.0217
"ENSG00000225214",72800000,"(200-2.7e+13)",0.00564
"ENSG00000235151",3.55,"(1.1-11)",0.0292
"ENSG00000255143",1130,"(1.2-1100000)",0.0444
"ENSG00000254949",259,"(1.2-54000)",0.0416
"ENSG00000231023",1290,"(7.2-230000)",0.00689
"ENSG00000179832",0.328,"(0.11-0.98)",0.0451
"ENSG00000196295",0.256,"(0.07-0.94)",0.0404
"ENSG00000235555",0.011,"(0.00013-0.95)",0.0475
"ENSG00000254865",28700,"(33-2.5e+07)",0.00293
"ENSG00000146722",105,"(1.4-7800)",0.0346
"ENSG00000261194",708,"(2.7-190000)",0.0212
"ENSG00000239466",68.3,"(1.1-4200)",0.0446
"ENSG00000236678",65600,"(34-1.3e+08)",0.00412
"ENSG00000259188",1130,"(11-120000)",0.00299
"ENSG00000132000",2.04,"(1.2-3.6)",0.0124
"ENSG00000237885",2.61e+11,"(1.5-4.7e+22)",0.0467
"ENSG00000173572",1020000,"(35-3e+10)",0.00839
"ENSG00000205838",18.2,"(2-170)",0.0106
"ENSG00000255850",16.2,"(1.1-250)",0.0442
"ENSG00000170604",2.37,"(1.2-4.8)",0.0156
"ENSG00000259316",1090,"(5.4-220000)",0.00988
"ENSG00000248555",12200,"(18-8500000)",0.00482
"ENSG00000223341",1.16e+13,"(21000-6.4e+21)",0.00341
"ENSG00000166013",4.68,"(1-22)",0.0493
"ENSG00000257265",0.00734,"(0.00012-0.46)",0.0201
"ENSG00000271693",504,"(3.6-70000)",0.0135
"ENSG00000173421",3.63,"(1-13)",0.0497
"ENSG00000232332",5.94e-05,"(7e-09-0.5)",0.035
"ENSG00000260726",2.51e+73,"(2.1e+31-2.9e+115)",0.000627
"ENSG00000274026",34.8,"(3-400)",0.00446
"ENSG00000273552",1140,"(9-150000)",0.00441
"ENSG00000274565",1.69,"(1-2.7)",0.0334
"ENSG00000232500",544000,"(290-1e+09)",0.000592
"ENSG00000243572",32200,"(1.1-9e+08)",0.0471
"ENSG00000244302",23.4,"(2.5-220)",0.00596
"ENSG00000244067",1.25,"(1-1.6)",0.0416
"ENSG00000255364",56.8,"(1.8-1800)",0.0225
"ENSG00000258392",2.49e-10,"(1.7e-18-0.038)",0.0214
"ENSG00000230102",161,"(1.4-19000)",0.037
"ENSG00000204188",18.9,"(1.1-320)",0.0425
"ENSG00000274450",255000,"(130-4.9e+08)",0.00125
"ENSG00000237494",2490,"(1.4-4600000)",0.0415
"ENSG00000234167",159000,"(8.2-3.1e+09)",0.0174
"ENSG00000225818",2.92e+19,"(4500000-1.9e+32)",0.00291
"ENSG00000254407",2.54e+09,"(4300-1.5e+15)",0.00142
"ENSG00000258600",1.91e+08,"(910-4e+13)",0.00229
"ENSG00000259831",54.2,"(3.6-810)",0.00383
"ENSG00000267513",7.25e+09,"(54-9.7e+17)",0.0174
"ENSG00000254930",1750,"(7-440000)",0.00811
"ENSG00000251310",1.13e+08,"(14000-8.9e+11)",5.12e-05
"ENSG00000213265",323,"(4.6-23000)",0.0078
"ENSG00000234083",26.1,"(1.3-510)",0.032
"ENSG00000273142",0.663,"(0.46-0.96)",0.0292
"ENSG00000218048",4.01,"(1.3-12)",0.0136
"ENSG00000258965",9.65e+12,"(580-1.6e+23)",0.0128
"ENSG00000199990",0.0284,"(0.0015-0.52)",0.0166
"ENSG00000226217",18700000,"(23-1.5e+13)",0.0157
"ENSG00000226374",46500000,"(5200-4.1e+11)",0.000142
"ENSG00000272447",3.03,"(1.1-8.5)",0.0354
"ENSG00000242365",624000,"(9.9-3.9e+10)",0.018
"ENSG00000204663",12.5,"(2.1-74)",0.00534
"ENSG00000147789",0.349,"(0.14-0.88)",0.026
"ENSG00000243035",3480,"(4-3e+06)",0.0183
"ENSG00000205642",1.94,"(1.3-2.9)",0.00083
"ENSG00000166118",4.03,"(1.7-9.7)",0.00202
"ENSG00000115687",0.606,"(0.37-0.99)",0.0468
"ENSG00000232447",5.66e+20,"(17000-1.9e+37)",0.0138
"ENSG00000254497",21.5,"(1.8-250)",0.0147
"ENSG00000228466",6380000,"(19-2.1e+12)",0.0158
"ENSG00000237896",6970000,"(210-2.3e+11)",0.00304
"ENSG00000229458",48200,"(4.8-4.9e+08)",0.0219
"ENSG00000255375",10.9,"(1.4-83)",0.0204
"ENSG00000271042",24100,"(1-5.6e+08)",0.0492
"ENSG00000100075",2.15,"(1.1-4.1)",0.0208
"ENSG00000079557",3.8,"(1.1-13)",0.0309
"ENSG00000254262",441,"(2-95000)",0.0264
"ENSG00000184345",4.55,"(1.6-13)",0.00383
"ENSG00000261439",1860,"(8.6-4e+05)",0.00601
"ENSG00000153347",1.75,"(1.1-2.9)",0.0264
"ENSG00000271464",0.000166,"(3.2e-08-0.87)",0.0463
"ENSG00000257746",380000,"(40-3.7e+09)",0.00603
"ENSG00000177542",2.9,"(1.3-6.4)",0.00811
"ENSG00000254258",0.00314,"(1.5e-05-0.66)",0.0349
"ENSG00000248686",50.9,"(2.9-890)",0.00717
"ENSG00000149609",44.7,"(5.1-390)",0.000573
"ENSG00000260568",4.03e+09,"(1200-1.3e+16)",0.00386
"ENSG00000261711",2.64e+28,"(250000-2.8e+51)",0.0156
"ENSG00000248281",8.28e+18,"(2.3-2.9e+37)",0.0456
"ENSG00000255704",3.82e+09,"(1500-9.9e+15)",0.00341
"ENSG00000250711",19800000,"(14-2.8e+13)",0.0201
"ENSG00000121716",0.463,"(0.22-0.96)",0.0387
"ENSG00000149443",29.5,"(1.1-770)",0.0422
"ENSG00000226533",225,"(8.7-5800)",0.00112
"ENSG00000243149",4330000,"(140-1.4e+11)",0.00386
"ENSG00000259282",18.9,"(1.9-190)",0.012
"ENSG00000213985",0.136,"(0.019-0.99)",0.0487
"ENSG00000259256",4.07,"(1-16)",0.048
"ENSG00000280580",74900000,"(2700-2.1e+12)",0.000525
"ENSG00000247130",3560000,"(370-3.4e+10)",0.00127
"ENSG00000234726",7.28e+26,"(32000-1.7e+49)",0.0185
"ENSG00000230768",19000,"(8.3-4.3e+07)",0.0125
"ENSG00000205716",13.7,"(1.5-130)",0.021
"ENSG00000085741",1.49,"(1.1-2)",0.00587
"ENSG00000261398",1740,"(21-150000)",0.000966
"ENSG00000278975",7.44e+40,"(4.4e+10-1.3e+71)",0.00805
"ENSG00000184986",1.8,"(1-3.1)",0.0327
"ENSG00000268144",1140000,"(30-4.3e+10)",0.00944
"ENSG00000177369",82.9,"(4.1-1700)",0.00411
"ENSG00000215206",1.06e+23,"(1.6e+09-6.9e+36)",0.00109
"ENSG00000201608",88.7,"(2.1-3800)",0.0193
"ENSG00000255829",0.538,"(0.29-0.99)",0.0462
"ENSG00000271219",15800000,"(220-1.1e+12)",0.00366
"ENSG00000175061",1.59,"(1.1-2.4)",0.0285
"ENSG00000260519",14.1,"(1.2-170)",0.037
"ENSG00000249772",13000,"(3.4-5e+07)",0.0246
"ENSG00000268505",2.89,"(1.1-7.3)",0.0245
"ENSG00000263547",1.19e+08,"(1.1-1.3e+16)",0.0489
"ENSG00000259572",48500,"(64-3.7e+07)",0.00144
"ENSG00000274350",1.64e+12,"(790-3.4e+21)",0.0102
"ENSG00000228174",28800,"(79-1.1e+07)",0.000647
"ENSG00000170613",20.2,"(2.5-160)",0.00481
"ENSG00000236036",10.9,"(2-60)",0.00575
"ENSG00000249458",4.16e+12,"(65-2.7e+23)",0.0221
"ENSG00000254190",6.19,"(1.1-33)",0.0342
"ENSG00000231110",5.43e+10,"(52000-5.7e+16)",0.000472
"ENSG00000264030",7340,"(2.7-2e+07)",0.0273
"ENSG00000185863",8.83,"(2.2-35)",0.00213
"ENSG00000263279",65.2,"(1.6-2700)",0.0285
"ENSG00000203963",58.9,"(1.8-1900)",0.0213
"ENSG00000232680",856,"(2.9-260000)",0.0202
"ENSG00000261184",6.42e+14,"(7200-5.7e+25)",0.00805
"ENSG00000254634",0.0023,"(2.4e-05-0.22)",0.00923
"ENSG00000255167",18100,"(17-1.9e+07)",0.00566
"ENSG00000187791",276,"(5.8-13000)",0.00433
"ENSG00000266108",7.07,"(1.1-45)",0.0372
"ENSG00000207812",19.7,"(1.3-310)",0.0338
"ENSG00000258912",44800000,"(79-2.5e+13)",0.00914
"ENSG00000242208",0.0121,"(0.00023-0.63)",0.0289
"ENSG00000170848",6.63,"(1.4-32)",0.0178
"ENSG00000223381",3.22e+09,"(600-1.7e+16)",0.00562
"ENSG00000245888",0.00231,"(1.9e-05-0.28)",0.0129
"ENSG00000248222",104000,"(7.2-1.5e+09)",0.018
"ENSG00000251246",1.12e+08,"(1.4-8.9e+15)",0.0459
"ENSG00000224077",27500,"(65-1.2e+07)",0.00092
"ENSG00000242220",4.03,"(1.7-9.5)",0.00143
"ENSG00000275459",11200,"(90-1400000)",0.000151
"ENSG00000232121",242000,"(380-1.5e+08)",0.000167
"ENSG00000222939",253,"(19-3400)",2.98e-05
"ENSG00000233918",8.37e+11,"(130000-5.2e+18)",0.000586
"ENSG00000100121",5.18,"(1.2-22)",0.0271
"ENSG00000080618",13.6,"(2.8-66)",0.00117
"ENSG00000259611",41.9,"(2.4-730)",0.0104
"ENSG00000261760",7.25,"(1.1-47)",0.038
"ENSG00000196228",7570,"(1.9-3e+07)",0.0347
"ENSG00000227043",78.7,"(3.4-1800)",0.00644
"ENSG00000222035",387,"(1.7-86000)",0.0307
"ENSG00000264645",11500000,"(360-3.7e+11)",0.00212
"ENSG00000251228",2.87e+12,"(1.4e+07-6e+17)",4.39e-06
"ENSG00000252230",4.97,"(1.2-21)",0.029
"ENSG00000279534",5990,"(42-850000)",0.000587
"ENSG00000267012",381000,"(170-8.7e+08)",0.00112
"ENSG00000267732",634,"(1.2-350000)",0.045
"ENSG00000279076",6.5e+35,"(8.5e+11-5e+59)",0.0033
"ENSG00000214686",14.5,"(2.5-86)",0.0032
"ENSG00000234248",196,"(3.8-10000)",0.00856
"ENSG00000263838",43100,"(13-1.5e+08)",0.0102
"ENSG00000272360",6.02,"(2-18)",0.00165
"ENSG00000125899",159000,"(11-2.2e+09)",0.0139
"ENSG00000189375",66700000,"(110-4e+13)",0.00802
"ENSG00000259720",117,"(4.8-2800)",0.00338
"ENSG00000250949",12300,"(6.9-2.2e+07)",0.0136
"ENSG00000152592",0.000158,"(3.8e-08-0.66)",0.0398
"ENSG00000279933",3.87e-07,"(2.5e-13-0.6)",0.0424
"ENSG00000251575",526,"(5.5-51000)",0.00714
"ENSG00000271018",16.2,"(2.1-130)",0.00763
"ENSG00000237612",2850,"(4.1-2e+06)",0.0173
"ENSG00000227496",525,"(3.1-90000)",0.0171
"ENSG00000203933",152,"(6.1-3800)",0.00225
"ENSG00000206786",31.6,"(1.4-730)",0.0308
"ENSG00000274329",4720000,"(630-3.5e+10)",0.000729
"ENSG00000063438",2.34,"(1.2-4.6)",0.0123
"ENSG00000222314",2140,"(5-920000)",0.0132
"ENSG00000174429",14400000,"(680-3e+11)",0.00118
"ENSG00000215117",59000,"(14-2.5e+08)",0.00988
"ENSG00000253787",32.3,"(3.2-320)",0.0032
"ENSG00000236027",4.21e+14,"(1000-1.7e+26)",0.0136
"ENSG00000254066",2630,"(17-410000)",0.00226
"ENSG00000132855",9.18,"(1.3-67)",0.0291
"ENSG00000253078",45200,"(67-3e+07)",0.00125
"ENSG00000273550",81600,"(71-9.3e+07)",0.00164
"ENSG00000225362",9.22,"(2.1-41)",0.00364
"ENSG00000276407",1830,"(2.6-1300000)",0.0249
"ENSG00000166220",7.92,"(1.5-42)",0.0154
"ENSG00000240720",312000,"(190-5.1e+08)",0.000796
"ENSG00000224382",3240000,"(450-2.4e+10)",0.000951
"ENSG00000135406",1.73,"(1-2.9)",0.0335
"ENSG00000229894",72.8,"(4.2-1300)",0.00316
"ENSG00000134365",184000,"(11-3.1e+09)",0.0146
"ENSG00000231040",798000,"(27-2.4e+10)",0.00966
"ENSG00000258249",198,"(7.1-5500)",0.00182
"ENSG00000233405",25500,"(8.8-7.4e+07)",0.0126
"ENSG00000216171",155000,"(150-1.6e+08)",0.000729
"ENSG00000222969",1.13e+08,"(83-1.5e+14)",0.0101
"ENSG00000259385",4.7e+11,"(3100-7.2e+19)",0.00518
"ENSG00000206878",2.48,"(1.4-4.5)",0.00249
"ENSG00000251497",7490,"(18-3e+06)",0.0036
"ENSG00000255279",127000,"(22-7.4e+08)",0.0079
"ENSG00000270382",0.172,"(0.039-0.76)",0.02
"ENSG00000276398",4010,"(21-760000)",0.00192
"ENSG00000118491",37100000,"(480-2.9e+12)",0.00241
"ENSG00000258662",2390000,"(16-3.6e+11)",0.0157
"ENSG00000171060",81200,"(9-7.3e+08)",0.0149
"ENSG00000231721",0.273,"(0.076-0.98)",0.0471
"ENSG00000229315",5.11,"(1.6-16)",0.0048
"ENSG00000200587",472,"(2-110000)",0.027
"ENSG00000250024",8980,"(24-3400000)",0.00261
"ENSG00000231334",39300,"(40-3.8e+07)",0.00259
"ENSG00000142330",0.278,"(0.083-0.94)",0.0393
"ENSG00000280788",2900,"(12-690000)",0.00433
"ENSG00000280887",610,"(4.3-87000)",0.0112
"ENSG00000227706",39900,"(1.2-1.4e+09)",0.0465
"ENSG00000236437",112,"(2.5-5000)",0.0149
"ENSG00000164304",654,"(5.7-75000)",0.00737
"ENSG00000224778",75.7,"(4.8-1200)",0.00212
"ENSG00000249599",13,"(1.3-130)",0.0306
"ENSG00000228677",185,"(2.8-12000)",0.0145
"ENSG00000244675",3.02,"(1.3-7.2)",0.0122
"ENSG00000222883",23.3,"(1.3-420)",0.0329
"ENSG00000225027",1.06e+13,"(190-5.8e+23)",0.0175
"ENSG00000019186",3.11,"(1-9.5)",0.0467
"ENSG00000260779",2.73e+26,"(190000-4e+47)",0.0143
"ENSG00000270849",7500,"(1.8-3.1e+07)",0.0355
"ENSG00000223622",29100000,"(38-2.3e+13)",0.013
"ENSG00000276298",7.16,"(2.3-23)",0.000809
"ENSG00000199964",104,"(2-5600)",0.022
"ENSG00000217653",43.7,"(1.2-1600)",0.0392
"ENSG00000139151",12.6,"(2-79)",0.00681
"ENSG00000255325",126,"(3-5300)",0.011
"ENSG00000105467",3.1,"(1.4-7.1)",0.00734
"ENSG00000237919",52600,"(22-1.3e+08)",0.0063
"ENSG00000248262",22400000,"(46-1.1e+13)",0.0113
"ENSG00000236179",1.39e+16,"(220000-8.8e+26)",0.00341
"ENSG00000259072",3.37e+09,"(800-1.4e+16)",0.00482
"ENSG00000261603",16.6,"(2.2-130)",0.00633
"ENSG00000235731",4.14e+14,"(120000-1.4e+24)",0.00265
"ENSG00000120913",3.52,"(1.2-10)",0.02
"ENSG00000225175",8.84e+16,"(17-4.5e+32)",0.0345
"ENSG00000243980",1030,"(2.9-370000)",0.0207
"ENSG00000150175",21.9,"(2.7-180)",0.0039
"ENSG00000249479",10.5,"(2-54)",0.00521
"ENSG00000164823",0.355,"(0.15-0.87)",0.0232
"ENSG00000271100",118,"(5.7-2500)",0.00206
"ENSG00000245928",8.08e-08,"(8.5e-15-0.77)",0.0463
"ENSG00000249748",223,"(6.2-8000)",0.0031
"ENSG00000260759",1.92e+30,"(5.6e+12-6.6e+47)",0.000712
"ENSG00000235055",105000,"(2.2-5e+09)",0.0354
"ENSG00000228022",9.29,"(1.6-54)",0.0128
"ENSG00000224689",4.69,"(2-11)",0.000522
"ENSG00000272754",2760,"(3.6-2100000)",0.0195
"ENSG00000255178",1.34e+09,"(4.4-4.1e+17)",0.035
"ENSG00000249500",1.98e+21,"(1200000-3.2e+36)",0.00605
"ENSG00000235011",221,"(6.6-7400)",0.00257
"ENSG00000229262",11000,"(1.4-8.9e+07)",0.0426
"ENSG00000281219",81200000,"(210-3.2e+13)",0.00556
"ENSG00000214435",12.4,"(1.9-83)",0.00908
"ENSG00000104941",7.12,"(2.4-21)",0.000433
"ENSG00000230559",1.12e+09,"(860-1.5e+15)",0.00374
"ENSG00000169605",59.7,"(2.9-1200)",0.00795
"ENSG00000207082",8.6,"(1.1-70)",0.0449
"ENSG00000218976",1.52e+12,"(430000-5.3e+18)",0.000265
"ENSG00000248627",5920,"(1.4-2.5e+07)",0.0419
"ENSG00000212290",418,"(1.7-1e+05)",0.0313
"ENSG00000179406",0.611,"(0.39-0.95)",0.0297
"ENSG00000214978",5.69e+08,"(27-1.2e+16)",0.0192
"ENSG00000261646",3.5e+13,"(550000-2.2e+21)",0.000667
"ENSG00000280576",25300000,"(480-1.3e+12)",0.00212
"ENSG00000174899",6.62,"(1.7-26)",0.00724
"ENSG00000259763",7.31,"(1.3-42)",0.0249
"ENSG00000260001",4.47,"(1.1-19)",0.0414
"ENSG00000124812",1090000,"(99-1.2e+10)",0.00341
"ENSG00000279418",70.8,"(9.1-550)",4.58e-05
"ENSG00000242516",2.24,"(1.2-4.2)",0.0114
"ENSG00000231977",2.91,"(1.2-7.3)",0.0241
"ENSG00000230576",2.22e+09,"(8.5-5.8e+17)",0.0295
"ENSG00000119946",1.87,"(1.1-3.2)",0.0255
"ENSG00000229205",1.79,"(1-3.2)",0.0464
"ENSG00000254260",40000,"(68-2.3e+07)",0.00112
"ENSG00000237125",1.93,"(1-3.7)",0.0463
"ENSG00000125888",13.5,"(1.7-110)",0.0132
"ENSG00000273724",0.256,"(0.067-0.97)",0.0455
"ENSG00000259518",3.9e+07,"(41-3.7e+13)",0.0128
"ENSG00000217178",23200000,"(3.4-1.6e+14)",0.0347
"ENSG00000271349",1.76e+31,"(4e+05-7.8e+56)",0.0169
"ENSG00000215409",3.1e+08,"(12-7.7e+15)",0.0244
"ENSG00000207735",2640,"(22-320000)",0.00132
"ENSG00000273556",147,"(1.1-20000)",0.0462
"ENSG00000149090",1.32,"(1-1.7)",0.0424
"ENSG00000238716",32.3,"(1.8-570)",0.0175
"ENSG00000231204",1080,"(10-120000)",0.00344
"ENSG00000237934",7.69,"(1.1-56)",0.044
"ENSG00000259542",10.5,"(1.1-100)",0.0434
"ENSG00000261803",67.8,"(2.5-1900)",0.0127
"ENSG00000264148",2.03,"(1.1-3.8)",0.0263
"ENSG00000183292",2.2e+14,"(1e+05-4.6e+23)",0.00257
"ENSG00000228082",48.7,"(2.7-880)",0.00846
"ENSG00000218870",8.61e+13,"(160-4.5e+25)",0.0198
"ENSG00000266988",1.41e+08,"(1000-1.9e+13)",0.00189
"ENSG00000064195",1.87,"(1.2-2.9)",0.00511
"ENSG00000122375",2380,"(16-350000)",0.00221
"ENSG00000256433",3.75,"(1.2-12)",0.0264
"ENSG00000186334",1.64e+08,"(240-1.1e+14)",0.00587
"ENSG00000213695",0.124,"(0.02-0.79)",0.0266
"ENSG00000235166",3.85e+12,"(4600-3.2e+21)",0.00568
"ENSG00000152430",3.86,"(1.1-14)",0.0357
"ENSG00000252119",44600,"(100-1.9e+07)",0.00055
"ENSG00000265123",0.00112,"(1.8e-06-0.71)",0.0389
"ENSG00000277228",2.67,"(1.1-6.5)",0.0302
"ENSG00000204382",549,"(5.4-56000)",0.00745
"ENSG00000255043",4.15e+22,"(120-1.5e+43)",0.031
"ENSG00000230492",1080000,"(200-5.9e+09)",0.00158
"ENSG00000250341",2.7e+09,"(3000-2.4e+15)",0.00189
"ENSG00000239256",90400,"(140-6e+07)",0.00058
"ENSG00000184361",12.2,"(2.2-67)",0.00383
"ENSG00000260416",1.32e+10,"(44-4e+18)",0.0193
"ENSG00000233246",7.41,"(1.4-38)",0.017
"ENSG00000250754",37700,"(72-2e+07)",0.000976
"ENSG00000255372",3.45,"(1.3-8.9)",0.0109
"ENSG00000240577",527,"(4-70000)",0.0119
"ENSG00000251627",1.11e+14,"(40000-3.1e+23)",0.00356
"ENSG00000231575",36000,"(42-3.1e+07)",0.00236
"ENSG00000261369",2220000,"(1700-2.8e+09)",6.23e-05
"ENSG00000229101",77.7,"(3.7-1600)",0.00494
"ENSG00000281662",147,"(1.4-15000)",0.0348
"ENSG00000242507",1380000,"(410-4.6e+09)",0.000649
"ENSG00000207019",35.3,"(3.2-390)",0.00344
"ENSG00000183035",21.1,"(3-150)",0.00218
"ENSG00000236116",7.3,"(1.4-38)",0.0188
"ENSG00000261014",2620,"(8-860000)",0.00777
"ENSG00000235845",38300000,"(12-1.2e+14)",0.022
"ENSG00000232642",39.1,"(1.7-880)",0.0208
"ENSG00000255296",137,"(2.4-7800)",0.0172
"ENSG00000266106",50.3,"(2.4-1000)",0.0113
"ENSG00000273181",28,"(2.6-300)",0.00599
"ENSG00000254636",272,"(7.2-10000)",0.00245
"ENSG00000228982",3.27,"(1.3-8.4)",0.0136
"ENSG00000255359",14.9,"(2-110)",0.00872
"ENSG00000154997",1.69,"(1-2.8)",0.0401
"ENSG00000227528",390,"(2.2-70000)",0.0245
"ENSG00000251537",1.14e+11,"(2-6.4e+21)",0.0438
"ENSG00000247970",43.5,"(1.1-1700)",0.0429
"ENSG00000174697",1.46,"(1-2.1)",0.0487
"ENSG00000259969",1.61,"(1.1-2.4)",0.0189
"ENSG00000179381",6.65e+09,"(2.1-2.1e+19)",0.0425
"ENSG00000252247",141,"(2.1-9700)",0.0218
"ENSG00000250814",2.8e+10,"(4100-1.9e+17)",0.00275
"ENSG00000267617",5890000,"(94-3.7e+11)",0.00567
"ENSG00000256750",56,"(3.7-850)",0.00378
"ENSG00000259269",1250000,"(1.3-1.2e+12)",0.0461
"ENSG00000228546",0.0262,"(0.0014-0.48)",0.0142
"ENSG00000257585",584000,"(28-1.2e+10)",0.00883
"ENSG00000227729",3190,"(8.5-1200000)",0.00767
"ENSG00000226827",34900,"(3.7-3.3e+08)",0.025
"ENSG00000105988",2.88,"(1.4-6.1)",0.00546
"ENSG00000270852",5.24e+32,"(12000-2.2e+61)",0.0251
"ENSG00000250162",88800,"(9.7-8.1e+08)",0.0144
